# col1     col2        col3       col4 col5  col6 col7  id    x         y         ra         dec       faper_f160w eaper_f160w faper_f140w eaper_f140w f_f160w    e_f160w  w_f160w  f_u       e_u      w_u f_f435w   e_f435w  w_f435w  f_b       e_b      w_b      f_g       e_g      w_g  f_v       e_v      w_v      f_f606w   e_f606w  w_f606w  f_r        e_r      w_r      f_rs       e_rs     w_rs f_i        e_i      w_i      f_f775w   e_f775w  w_f775w  f_z        e_z      w_z      f_f850lp  e_f850lp w_f850lp f_f125w    e_f125w  w_f125w  f_j        e_j      w_j      f_f140w    e_f140w  w_f140w  f_h        e_h      w_h      f_ks       e_ks     w_ks     f_irac1    e_irac1  w_irac1  f_irac2    e_irac2  w_irac2  f_irac3    e_irac3  w_irac3  f_irac4    e_irac4    w_irac4  tot_cor  wmin_ground wmin_hst wmin_wfc3 wmin_irac z_spec star_flag kron_radius a_image b_image theta_j2000 class_star flux_radius fwhm_image flags irac1_contam irac2_contam irac3_contam irac4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation          
  3  189.2942505 62.3761101 1.52 12.35 0.0  24000 38099 8515.898  18503.078 189.294207 62.376266 7.554436    0.05598     -99.0       -99.0       28.145694  0.33654  0.204663 0.422751  0.065901 1.0 0.522702  0.065549 1.0      0.685295  0.058996 1.0      0.941606  0.076974 1.0  -99.0     -99.0    0.0      0.795527  0.087659 0.325578 1.3306     0.070288 0.981688 1.475274   0.13982  1.0  3.269663   0.175487 0.630979 2.212797  0.116304 0.447245 5.950659   0.189712 1.0      4.196044  0.148688 0.429781 13.721994  0.207298 0.118132 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      94.242185  0.312177 0.27664  114.931696 0.320166 0.352383 108.061901 1.991154 0.36233  117.472256 1.546211   1.0      1.023228 0.0         0.118132 0.118132  0.27664   -1.0   0         3.85        8.749   5.063   -61.2       0.03       8.822       0.0        2     0.114664     0.147501     0.099483     0.07884      0           0          0        0         1.0        0.0        2.0        0.5659174188214545  
  30 189.3603821 62.3405571 1.76 12.45 0.62 24956 36582 6672.731  16374.599 189.360305 62.340745 5.784605    0.0434      4.703075    0.065772    16.436082  0.216607 0.340508 0.208507  0.050017 1.0 0.164235  0.053291 0.879924 0.387837  0.043809 0.999955 0.526392  0.060824 1.0  0.562125  0.055681 0.25242  0.560207  0.046657 0.668415 0.787234   0.04902  0.99787  1.160616   0.131507 1.0  1.567501   0.137661 0.687688 1.264448  0.068203 0.756418 2.829532   0.150985 0.960937 2.322093  0.088428 0.70673  10.068893  0.116717 0.216729 10.320797  0.255309 0.308793 13.535464  0.18688  0.589012 19.826071  0.428445 0.728218 32.506741  0.345622 0.303769 81.929371  0.393345 0.440034 120.589036 0.2974   0.506479 229.903188 1.062091 0.93679  482.314684 1.007888   1.0      1.03592  0.25242     0.216729 0.216729  0.440034  2.365  0         3.51        7.5     5.1     -46.9       0.03       7.294       37.12      0     0.005157     0.004308     0.002118     0.001624     0           0          1        0         4.0        4.0        4.0        0.6886019649674066  
  31 189.0944214 62.2747231 1.79 12.44 0.06 19876 26888 14087.594 12426.637 189.094383 62.274943 2.357009    0.026258    1.911548    0.05358     8.599012   0.161628 0.930217 0.583316  0.069425 1.0 0.77765   0.069568 0.851248 0.797351  0.074131 0.537071 0.868236  0.07348  1.0  0.8454    0.055107 0.992151 0.985462  0.051601 0.900913 0.934164   0.109346 0.774342 1.076343   0.146769 1.0  1.345497   0.155419 0.89655  1.642785  0.081357 0.876405 2.106877   0.244039 0.778803 1.991279  0.106021 0.810536 5.695031   0.073215 0.908054 -99.0      -99.0    0.0      7.063809   0.195474 0.88756  -99.0      -99.0    0.0      -99.0      -99.0    0.0      49.491862  0.632739 0.155967 75.059435  0.390619 0.421675 102.928076 1.941196 0.750641 75.650014  1.898025   0.767073 1.021524 0.0         0.88756  0.908054  0.155967  -1.0   0         3.8         9.169   5.173   77.4        0.03       8.952       0.0        3     0.019192     0.023538     0.010931     0.015086     0           0          1        0         11.0       6.0        12.0       0.7942481466690889  
  32 189.3261261 62.3827782 1.89 12.37 0.48 23858 38235 7626.487  18913.121 189.3262   62.383081 5.07037     0.052934    -99.0       -99.0       18.302919  0.387704 0.228895 0.401599  0.08105  1.0 -99.0     -99.0    0.0      0.528644  0.060363 1.0      -99.0     -99.0    -0.0 -99.0     -99.0    0.0      0.199565  0.11275  0.184738 0.761746   0.08535  0.985716 -99.0      -99.0    -0.0 1.106781   0.194635 0.578808 0.463457  0.138617 0.295561 1.945737   0.191533 0.958129 1.36038   0.16862  0.313706 4.745831   0.200902 0.118068 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      107.660819 0.51005  0.33047  146.644874 0.453272 0.361327 174.872742 2.1235   0.394663 122.03333  1.539482   1.0      1.011308 0.0         0.118068 0.118068  0.33047   -1.0   0         4.35        10.242  4.806   25.2        0.03       9.95        0.0        0     0.0          0.0          0.0          0.0          0           0          0        0         1.0        0.0        2.0        1.0970339962204398  
  33 189.1758728 62.2627487 0.86 11.79 0.28 18204 24330 11815.632 11684.106 189.175797 62.262622 30.093029   0.02634     -99.0       -99.0       118.646483 0.243662 0.924409 1.03852   0.074583 1.0 0.941351  0.074553 0.865664 1.596039  0.07532  0.619393 2.306191  0.070736 1.0  4.654158  0.05083  0.761719 6.162251  0.053166 0.991144 8.577292   0.083636 0.834889 10.19545   0.159879 1.0  25.032957  0.159529 0.83823  20.2776   0.08347  0.97238  37.794338  0.220268 0.869977 36.083331 0.105372 0.958316 82.383985  0.075398 1.0      86.646537  0.194989 1.0      -99.0      -99.0    0.0      138.639802 0.482428 1.0      221.931156 0.24204  1.0      316.108753 0.340415 1.0      278.733554 0.296431 1.0      324.470272 1.559225 0.90885  379.718925 1.502264   0.906884 1.001028 0.619393    0.865664 0.924409  1.0       0.8575 0         3.5         13.494  8.468   40.6        0.03       11.342      12.56      0     0.002282     0.002289     6.18E-4      0.001273     0           0          1        0         12.0       0.0        12.0       0.47347156520646666 
  35 189.1357574 62.1333618 2.0  12.31 0.94 1211  1552  12911.691 3910.705  189.136941 62.133045 0.998027    0.040934    0.758975    0.06195     1.839952   0.147888 0.382771 0.532331  0.079424 1.0 0.526632  0.036946 0.770735 0.534269  0.0456   0.859365 0.452692  0.065648 1.0  0.627731  0.045505 0.722024 0.657902  0.027608 0.803678 1.062385   0.143526 0.817783 1.44202    0.178046 1.0  1.065014   0.116989 0.895583 0.640087  0.042239 0.830282 2.470791   0.16342  0.841108 0.755683  0.053527 0.812008 1.360449   0.063693 0.306398 1.259294   0.255866 0.287755 1.417288   0.114211 0.663923 1.219603   0.475296 0.44107  1.168247   0.336763 0.299482 38.853445  0.833221 0.442955 34.181003  0.881659 0.391029 42.614822  1.649333 1.0      62.552479  1.381659   0.780774 1.065077 0.287755    0.306398 0.306398  0.391029  -1.0   0         5.73        3.109   2.568   -77.1       0.21       5.006       0.0        0     0.059948     0.050362     0.075786     0.113398     0           0          0        1         3.0        4.0        4.0        2.295071881059217   
  36 189.1482849 62.240139  2.02 12.9  0.93 14428 19913 12584.525 10327.625 189.148323 62.240001 12.906278   0.026685    9.829349    0.055565    35.303781  0.180181 0.900658 3.173905  0.067308 1.0 3.843575  0.048125 1.0      3.171268  0.055999 0.623987 3.002063  0.061052 1.0  3.556669  0.045904 0.750213 3.880677  0.036723 1.0      3.195163   0.074272 0.842831 3.669825   0.114468 1.0  5.09506    0.144009 0.84837  5.169161  0.057106 1.0      6.790715   0.177689 0.873908 7.15162   0.071567 1.0      18.519795  0.054472 0.922208 19.256424  0.135778 1.0      27.234006  0.151993 0.825269 37.647568  0.353351 0.987353 65.912481  0.172877 1.0      175.820812 0.305542 1.0      279.061764 0.301929 1.0      502.25095  1.805555 0.73237  839.089339 1.925193   0.78307  1.015606 0.623987    0.825269 0.900658  1.0       2.005  0         3.5         9.102   7.24    -3.9        0.03       8.276       7.0        0     8.83E-4      7.9E-4       0.002993     0.004709     0           0          1        0         12.0       5.0        13.0       0.5008907046013005  
  37 189.3194122 62.2926407 1.15 11.76 1.0  22224 30204 7806.009  13483.245 189.319471 62.292588 24.715942   0.040646    24.235014   0.063144    41.769542  0.164914 0.388211 0.955144  0.050136 1.0 1.319046  0.033259 0.799194 1.273664  0.036616 0.792687 1.841302  0.058008 1.0  2.343619  0.031042 0.761837 4.141788  0.028014 0.655932 4.096479   0.058328 0.809199 6.669003   0.100951 1.0  8.931599   0.10327  0.810221 9.695494  0.039259 0.807598 13.524682  0.124132 0.851438 14.881396 0.049786 0.788751 23.858418  0.067313 0.230518 26.676716  0.180083 0.417751 41.485129  0.106712 0.639059 44.38672   0.299762 1.0      77.776099  0.227032 0.658731 155.51553  0.343627 1.0      205.601746 0.305708 0.997223 342.969838 0.98367  1.0      607.992853 1.03969    1.0      1.053758 0.417751    0.230518 0.230518  0.997223  1.146  0         3.5         6.333   4.176   28.6        0.39       4.406       4.84       0     0.005038     0.009962     0.005029     0.005154     0           0          1        0         4.0        4.0        4.0        0.21373009440019033 
  38 189.1212463 62.1795273 1.01 12.0  0.07 5483  7054  13341.624 6697.962  189.121446 62.179488 14.484661   0.041453    11.319658   0.06143     59.892943  0.422276 0.373255 0.395989  0.075007 1.0 0.271652  0.077267 0.886456 0.551137  0.067568 0.780998 0.56882   0.063604 1.0  1.076657  0.049249 0.762069 1.097714  0.064008 0.752139 2.179427   0.066769 0.876347 2.680752   0.142901 1.0  6.866866   0.164032 0.924773 4.617618  0.100329 0.74028  12.841332  0.221133 0.904203 11.331809 0.122734 0.776934 35.080864  0.1409   0.314957 37.059854  0.38114  0.291417 47.409688  0.254009 0.675208 70.399     0.660264 0.44107  149.30647  0.46241  0.438097 249.768705 0.446088 0.389463 205.812682 0.376261 0.385636 183.282609 1.059451 1.0      175.59227  1.123063   0.918794 1.0      0.291417    0.314957 0.314957  0.385636  1.013  0         3.5         13.285  10.123  46.0        0.03       10.803      34.48      2     0.047302     0.114653     0.139391     0.092257     0           0          1        0         4.0        4.0        4.0        0.36413140280263456 
  39 189.0337982 62.1767769 0.68 11.66 1.0  5157  6666  15794.418 6533.643  189.033872 62.176654 61.80142    0.043643    53.249833   0.056831    115.831138 0.2912   0.336722 2.069423  0.058771 1.0 3.230588  0.033311 0.979899 3.38948   0.044384 0.861579 4.039999  0.058901 1.0  7.246357  0.037177 0.803058 12.520169 0.026977 0.869971 16.59789   0.079638 0.828414 21.591793  0.118672 1.0  42.723307  0.120409 0.82908  40.897628 0.044563 0.770942 49.476139  0.160337 0.894861 59.205597 0.056149 0.76269  90.922017  0.062764 0.326113 90.091551  0.247316 0.296358 101.090807 0.106516 0.788914 133.131698 0.505202 0.427191 169.780984 0.33654  0.296596 187.900353 0.442049 0.378794 201.447448 0.284986 0.441741 362.877173 1.097529 1.0      724.57423  1.169689   0.931508 1.016299 0.296358    0.326113 0.326113  0.378794  0.679  0         3.5         8.565   7.534   22.9        0.1        5.294       6.27       2     0.010338     0.004188     0.006969     0.008835     0           0          1        0         4.0        5.0        3.0        0.4594893019929335  
  4  189.2223816 62.1941681 1.27 12.33 0.16 7554  10512 10516.056 7586.943  189.222349 62.194346 20.532715   0.026527    16.046535   0.061282    35.2818    0.1286   0.911458 3.601319  0.054554 1.0 4.518943  0.030814 0.962522 4.011088  0.037115 0.850372 4.312781  0.041534 1.0  4.922297  0.030473 0.761825 5.630289  0.024416 0.892672 5.506774   0.059025 0.934981 6.675916   0.09497  1.0  8.187282   0.088172 0.870359 8.830586  0.03661  0.96012  12.612766  0.127527 0.902754 13.150602 0.045854 0.961241 20.330695  0.03416  0.925351 19.01238   0.094868 1.0      27.928792  0.105301 0.67849  31.965885  0.240872 1.0      46.348256  0.130567 1.0      81.332332  0.215102 1.0      91.745117  0.203984 1.0      68.662619  1.594778 0.747957 94.632848  1.973199   0.663167 1.03787  0.761825    0.67849  0.911458  1.0       1.2698 0         3.5         6.726   5.431   34.1        0.03       4.771       7.67       3     0.042408     0.044677     0.137909     0.150631     0           0          1        0         11.0       4.0        11.0       0.6427755968773903  
  40 189.2068787 62.127388  1.6  12.47 1.0  896   1060  10949.847 3559.92   189.206898 62.127227 7.462621    0.043263    9.558034    0.064286    19.98924   0.256473 0.342675 2.361779  0.06189  1.0 4.16801   0.054797 0.739603 3.473619  0.053702 0.83651  3.10074   0.070051 1.0  3.885184  0.045529 0.761825 4.967879  0.038917 0.853798 3.924174   0.086511 0.830625 5.818711   0.161233 1.0  5.706407   0.133418 0.953815 7.229489  0.059942 0.87029  9.33169    0.256331 0.850247 9.484605  0.075254 0.867225 25.676153  0.086385 0.351615 -99.0      -99.0    0.0      25.932238  0.172196 0.616547 -99.0      -99.0    0.0      -99.0      -99.0    0.0      87.316469  0.897921 0.39033  148.978744 0.829469 0.362047 288.555422 1.824303 1.0      598.020383 1.532473   0.61375  1.024252 0.0         0.342675 0.342675  0.362047  -1.0   0         3.51        7.824   6.643   40.9        0.03       7.665       0.0        2     0.048332     0.012069     0.00433      -0.00413     0           0          1        0         4.0        4.0        3.0        0.580509493838059   
  42 189.1946716 62.1427498 0.97 12.13 0.18 1785  2122  11298.166 4481.989  189.194463 62.142593 38.792998   0.039368    34.370279   0.061128    122.488647 0.360975 0.413828 5.772934  0.073711 1.0 11.368431 0.068185 0.663763 8.954107  0.05951  0.913422 8.963133  0.075016 1.0  14.024006 0.054627 0.766175 18.236061 0.042389 1.0      15.391849  0.088068 0.828981 21.185238  0.154376 1.0  35.92383   0.156462 0.949307 35.506734 0.065918 1.0      55.33255   0.229008 0.862267 54.281341 0.08261  1.0      96.59612   0.105475 0.327733 97.502932  0.380338 0.248448 109.923904 0.19301  0.681912 133.816786 0.644878 0.385312 224.433882 0.475001 0.259504 305.222871 0.550037 0.490034 235.044888 0.466975 0.412298 209.564512 1.315912 1.0      176.969832 1.383478   1.0      1.001309 0.248448    0.327733 0.327733  0.412298  0.971  0         3.5         11.262  9.993   -3.9        0.03       9.973       6.81       0     0.006171     0.004919     0.006618     0.013345     0           0          1        0         4.0        4.0        4.0        0.664657825765379   
  43 189.2667542 62.1993332 3.4  12.44 0.85 8109  11487 9277.505  7885.146  189.266607 62.199311 1.951055    0.025325    1.78751     0.063661    2.442901   0.048488 1.0      -0.012761 0.048411 1.0 0.253076  0.024181 0.829905 0.257279  0.033259 0.746082 0.35551   0.045098 1.0  0.879839  0.022468 0.762339 0.877497  0.017657 0.90633  0.822586   0.044955 0.857985 0.881588   0.092727 1.0  0.685741   0.06418  0.955289 1.009253  0.02614  0.999961 0.913497   0.10887  0.893377 1.086625  0.032984 0.98641  1.619079   0.023944 1.0      1.68977    0.082749 1.0      2.267      0.07971  0.62871  3.195668   0.196583 1.0      9.594049   0.099349 1.0      7.301506   0.188761 1.0      10.320402  0.174589 1.0      10.681301  1.523416 0.963732 16.842583  1.465823   0.911904 1.142578 0.746082    0.62871  1.0       1.0       3.406  0         3.5         2.645   2.489   79.9        0.98       2.422       0.0        0     0.14177      0.10032      0.131873     0.241404     0           0          1        0         14.0       4.0        14.0       0.2597535143805865  
  44 189.4044189 62.2013893 0.4  11.1  0.2  8977  11518 5422.53   8013.894  189.404376 62.201351 98.755325   0.043446    -99.0       -99.0       531.819361 0.605039 0.339795 24.812297 0.10244  1.0 -99.0     -99.0    0.0      37.838633 0.109901 0.745093 39.870728 0.132025 1.0  77.014546 0.085754 0.815395 -99.0     -99.0    0.0      126.648623 0.155665 0.830924 140.432252 0.256421 1.0  201.388203 0.24828  0.868726 -99.0     -99.0    0.0      286.454194 0.338408 0.734958 -99.0     -99.0    0.0      399.033449 0.176311 0.341181 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      441.131809 0.575538 0.391746 395.425917 0.57388  0.286582 309.492673 4.07113  0.429311 527.947751 6.667363   0.283755 1.0      0.0         0.339795 0.339795  0.286582  -1.0   0         3.5         15.876  14.286  -18.9       0.03       15.602      7.5        0     2.12E-4      2.47E-4      2.3E-5       2.39E-4      0           0          1        0         4.0        0.0        4.0        0.15555887947225414 
  46 188.9504242 62.1763878 0.64 11.47 0.0  5023  6823  18137.305 6522.151  188.950214 62.17632  43.903523   0.060877    -99.0       -99.0       103.221593 0.314266 0.17306  0.83517   0.066226 1.0 -99.0     -99.0    0.0      2.572463  0.054817 0.817083 -99.0     -99.0    -0.0 5.170016  0.03754  0.966158 7.27074   0.049806 0.401619 12.676283  0.093525 0.814611 -99.0      -99.0    -0.0 24.077397  0.123396 0.962001 18.8184   0.077071 0.405579 34.982785  0.168499 0.890376 30.772671 0.098804 0.387589 67.08778   0.15486  0.084295 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      158.616648 0.529247 0.363114 124.517567 0.516058 0.29343  168.095811 1.558294 1.0      137.786193 1.578638   0.483948 1.033733 0.0         0.084295 0.084295  0.29343   -1.0   0         3.5         6.888   5.93    17.7        0.03       6.627       7.75       0     0.001158     0.001269     1.37E-4      0.001879     0           0          0        0         1.0        0.0        2.0        0.4293314741079222  
  47 188.9742126 62.2272224 0.88 11.87 0.2  12476 17270 17447.643 9563.336  188.974414 62.227053 19.48089    0.056701    -99.0       -99.0       54.136049  0.374096 0.199494 0.507594  0.067372 1.0 0.15368   0.051678 0.895048 0.481492  0.057947 0.833768 0.701482  0.06401  1.0  1.033826  0.042956 0.992152 1.054294  0.052943 0.496558 2.416313   0.078937 0.851521 2.915622   0.124274 1.0  6.976955   0.143636 0.912553 4.7507    0.089174 0.423245 11.802765  0.181065 0.887449 9.290155  0.110674 0.431563 31.605753  0.149831 0.125803 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      174.380166 0.34801  0.424163 136.493628 0.369551 0.43905  134.295771 1.237423 1.0      104.578082 1.24119    0.846709 1.01697  0.0         0.125803 0.125803  0.424163  -1.0   0         3.67        9.597   5.995   -56.8       0.03       7.992       8.22       0     0.003448     0.007013     0.009521     0.019664     0           0          1        0         2.0        0.0        2.0        0.6971686858913132  
  48 189.21492   62.1122208 0.84 11.84 0.0  366   346   10732.074 2658.228  189.214668 62.1122   28.219929   0.051844    -99.0       -99.0       74.693778  0.278023 0.238621 0.448773  0.05713  1.0 -99.0     -99.0    0.0      0.656527  0.056221 0.751513 0.716326  0.08302  1.0  1.782902  0.047635 0.791979 2.033384  0.057147 0.386633 4.01947    0.074854 0.81524  5.020995   0.163012 1.0  11.907547  0.126223 0.866434 9.227225  0.087293 0.4007   20.306319  0.173972 0.778148 16.819623 0.105904 0.42758  47.642098  0.161591 0.09812  -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      212.629488 0.509121 0.269827 157.28755  0.363109 0.237248 166.641529 2.258416 1.0      124.534563 2.7997     0.137877 1.031272 0.0         0.09812  0.09812   0.237248  -1.0   0         3.5         8.511   5.135   27.1        0.03       7.257       11.85      0     0.001958     0.003932     0.006657     0.016426     0           0          0        0         1.0        0.0        2.0        0.43089123151133535 
  49 189.2728729 62.3566666 0.95 11.85 0.0  24433 37533 9110.565  17319.975 189.272803 62.356556 26.368823   0.034909    22.002888   0.063919    89.807436  0.247133 0.526312 1.673111  0.073298 1.0 0.77349   0.05992  1.0      1.743033  0.06165  0.989649 2.520943  0.084229 1.0  -99.0     -99.0    0.0      3.353632  0.063566 0.517391 6.26236    0.090641 0.944966 7.356328   0.161257 1.0  17.487286  0.186693 0.556811 11.906542 0.086567 0.674607 29.3826    0.209232 0.900471 23.932715 0.105999 0.706684 60.348767  0.11463  0.322837 -99.0      -99.0    0.0      75.904564  0.217695 0.623661 -99.0      -99.0    0.0      -99.0      -99.0    0.0      230.356233 0.558851 0.339136 175.188103 0.544235 0.39961  156.200345 1.463248 0.572521 121.37756  1.257735   1.0      1.013032 0.0         0.322837 0.322837  0.339136  -1.0   0         3.5         9.884   7.247   10.3        0.03       9.208       9.03       2     0.004222     0.002435     0.01197      0.006633     0           0          1        0         5.0        4.0        6.0        0.41492477440521297 
  5  189.0872498 62.1205559 1.15 12.23 0.0  618   740   14305.095 3167.977  189.087315 62.120625 15.316599   0.04374     -99.0       -99.0       42.491894  0.247192 0.335229 1.37728   0.058764 1.0 2.092172  0.054438 0.803873 1.711388  0.048222 0.935585 -99.0     -99.0    -0.0 2.887277  0.048293 0.41663  4.190456  0.041066 0.822539 3.866842   0.073389 0.857177 -99.0      -99.0    -0.0 8.113234   0.148579 0.656571 7.943213  0.064076 0.816983 14.140631  0.189862 0.791584 13.710689 0.081611 0.790998 25.218284  0.095822 0.306546 -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      -99.0      -99.0    0.0      130.324092 0.415016 0.411778 123.997653 0.345874 0.421295 102.653619 1.319118 1.0      112.901861 1.178017   0.894491 1.027712 0.0         0.306546 0.306546  0.411778  -1.0   0         3.75        7.427   5.628   -81.6       0.03       7.302       38.81      3     0.140971     0.14688      0.154356     0.131801     0           0          1        0         4.0        0.0        3.0        0.2718976667637127  
  50 189.3561707 62.3138885 0.84 11.65 0.0  26795 33231 6782.885  14764.096 189.356236 62.313907 39.608885   0.033548    34.181046   0.063636    120.197579 0.341836 0.569858 4.433084  0.070871 1.0 5.034418  0.0569   0.880401 6.078824  0.059124 0.809083 7.713414  0.084715 1.0  10.102155 0.053106 0.588941 12.035299 0.04978  0.669775 15.848722  0.079393 0.7991   21.526668  0.14489  1.0  38.650526  0.155103 0.771036 34.602135 0.069663 0.827015 53.727045  0.188862 0.869865 51.548036 0.08716  0.829758 92.024702  0.095763 0.36724  94.878098  0.326639 0.309366 105.06426  0.19311  0.629213 131.468862 0.540782 0.730419 193.133625 0.427347 0.390631 226.692503 0.277214 1.0      155.185531 0.279751 0.99453  158.547948 1.176998 0.891555 116.507817 1.249851   1.0      1.0      0.309366    0.36724  0.36724   0.99453   0.841  0         3.5         12.727  10.571  57.3        0.03       9.352       7.66       0     4.8E-4       4.59E-4      0.001456     0.002369     0           0          1        0         6.0        4.0        6.0        0.12792798191288055 
  51 189.1019135 62.1433334 0.95 11.75 0.0  2042  1996  13898.703 4532.903  189.101704 62.143387 22.958985   0.040644    19.93587    0.050478    189.126791 0.797467 0.388245 7.145474  0.155532 1.0 5.904392  0.144928 1.0      9.0565    0.143904 0.858671 9.561104  0.149332 1.0  14.844125 0.125661 0.762308 13.465809 0.117789 0.881496 20.370012  0.189103 0.909264 26.744114  0.344121 1.0  50.450728  0.364894 0.887755 38.059018 0.202679 0.719944 83.468629  0.438787 0.906878 70.853127 0.255478 0.711666 140.30056  0.278693 0.319511 140.162255 0.714117 0.286473 166.342063 0.415816 1.0      201.55113  1.166534 0.440663 311.26696  0.936197 0.315339 383.820669 0.76561  0.424311 283.031763 0.607672 0.404002 247.454334 1.73686  1.0      176.70756  1.921122   0.907123 1.0      0.286473    0.319511 0.319511  0.404002  0.9537 0         3.5         21.987  18.295  10.0        0.03       21.679      10.56      2     0.002558     0.003782     8.88E-4      0.001908     0           0          1        0         4.0        6.0        4.0        0.40177737886958265 
  52 189.3659515 62.2436104 0.94 11.53 0.09 15117 20513 6503.433  10548.726 189.36594  62.243641 23.251654   0.026316    20.017741   0.0633      59.117798  0.182706 0.926133 1.014683  0.057913 1.0 0.861257  0.051936 0.74182  1.363211  0.054553 0.766532 1.710195  0.069788 1.0  2.906279  0.043788 0.410001 3.391367  0.037643 0.822233 5.029288   0.066169 0.856328 6.154503   0.122398 1.0  13.604352  0.131563 0.831205 11.302332 0.057884 0.840866 22.024737  0.175588 0.849372 20.431395 0.072037 0.852703 43.360503  0.049533 0.963568 42.582165  0.265295 0.226787 51.552069  0.160941 0.635914 63.366281  0.527884 0.515369 103.686091 0.333919 0.354127 142.20617  0.325853 1.0      104.062619 0.364513 0.962807 91.503571  1.213046 1.0      82.405301  1.037394   1.0      1.014056 0.226787    0.635914 0.926133  0.962807  0.94   0         3.5         9.18    7.54    -47.6       0.03       7.354       6.94       2     0.017081     0.034152     0.025901     0.028564     0           0          1        0         11.0       4.0        12.0       0.1118345382401645  
  53 189.0402069 62.1458321 0.91 11.47 0.25 2153  2421  15630.959 4680.513  189.039901 62.145777 44.792273   0.047037    38.645416   0.06085     104.004953 0.370733 0.289883 1.884195  0.067196 1.0 1.961331  0.043843 0.868156 2.47004   0.050744 0.934467 -99.0     -99.0    -0.0 4.0864    0.047784 0.70682  6.4913    0.033717 0.854728 8.752846   0.090673 0.866618 -99.0      -99.0    -0.0 24.863891  0.139564 0.813923 22.281589 0.058772 0.680265 40.822946  0.172164 0.910146 40.581064 0.072783 0.696657 77.883037  0.091688 0.234541 -99.0      -99.0    0.0      90.889868  0.141291 0.688142 -99.0      -99.0    0.0      -99.0      -99.0    0.0      218.816153 0.663348 0.436239 164.952332 0.633295 0.465527 138.206797 1.308179 1.0      97.634319  1.249018   0.870873 1.00766  0.0         0.234541 0.234541  0.436239  -1.0   0         3.5         10.824  7.989   -64.8       0.03       6.925       6.6        0     0.004475     0.007007     0.007444     0.017497     0           0          1        0         3.0        6.0        3.0        0.5514367401127356  
  54 189.397049  62.3216667 0.84 11.43 0.34 26323 34410 5643.579  15230.292 189.397148 62.321633 47.408764   0.039915    40.93208    0.066717    99.585153  0.264854 0.402568 2.020192  0.054771 1.0 2.116975  0.042877 0.742893 2.654881  0.055899 0.597677 3.985426  0.081923 1.0  4.975024  0.052365 0.361251 6.729853  0.031039 0.825454 9.556259   0.069265 0.851784 13.29342   0.128695 1.0  24.187415  0.128005 0.734127 22.041903 0.049892 0.772548 39.24297   0.149689 0.904972 39.384982 0.064185 0.733134 74.310986  0.075434 0.283576 78.73208   0.243399 0.310029 87.089611  0.140144 0.572434 115.737182 0.399351 0.728432 164.738572 0.329452 0.353223 193.269083 0.269784 1.0      138.787207 0.229379 1.0      134.768861 1.033881 1.0      144.062525 1.141338   1.0      1.016627 0.310029    0.283576 0.283576  1.0       0.835  0         3.5         8.853   7.218   6.6         0.03       6.082       6.22       0     0.001943     0.004263     0.004508     0.010599     0           0          1        0         4.0        4.0        4.0        0.2052449667855369  
  56 189.0740814 62.2355537 1.67 12.26 0.14 13876 18815 14660.838 10061.733 189.074049 62.235507 6.433976    0.026189    4.832004    0.051734    37.241424  0.248905 0.935115 0.730573  0.100782 1.0 0.149669  0.104677 0.946452 1.29346   0.114812 0.531358 1.457756  0.095054 1.0  1.278153  0.077348 0.991078 0.71199   0.080539 0.930925 2.097398   0.112325 0.816123 2.204455   0.182371 1.0  4.311939   0.235511 0.983029 2.215573  0.131143 0.849028 6.781237   0.301655 0.925539 4.124768  0.165697 0.835303 19.960199  0.122171 0.820905 22.883512  0.281316 0.944347 28.329615  0.29945  0.952022 48.852187  0.743851 0.84847  77.534823  0.355362 1.0      130.61069  0.394573 0.414589 155.150297 0.235514 0.700831 138.020508 1.24831  1.0      77.247221  9.981088   0.480329 1.000258 0.531358    0.820905 0.820905  0.414589  0.8461 0         3.58        12.427  9.207   52.0        0.03       13.303      0.0        3     0.090224     0.088107     0.090589     0.069431     0           0          1        0         10.0       6.0        10.0       0.17668238188600283 
