# col1     col2       col3        col4 col5  col6 col7  id    x         y         ra        dec        faper_f160w eaper_f160w faper_f140w eaper_f140w f_f160w    e_f160w  w_f160w  f_u38      e_u38    w_u38    f_u        e_u      w_u      f_f435w    e_f435w  w_f435w  f_b        e_b      w_b      f_v        e_v      w_v      f_f606wcand e_f606wcand w_f606wcand f_f606w    e_f606w  w_f606w  f_r        e_r      w_r      f_rc       e_rc     w_rc     f_f775w    e_f775w  w_f775w  f_i        e_i      w_i      f_f814wcand e_f814wcand w_f814wcand f_f850lp   e_f850lp w_f850lp f_f850lpcand e_f850lpcand w_f850lpcand f_f125w    e_f125w  w_f125w  f_j        e_j      w_j      f_tenisj   e_tenisj w_tenisj f_f140w    e_f140w  w_f140w  f_h        e_h      w_h      f_tenisk    e_tenisk w_tenisk f_ks       e_ks     w_ks     f_irac1     e_irac1  w_irac1  f_irac2     e_irac2  w_irac2  f_irac3     e_irac3  w_irac3  f_irac4     e_irac4  w_irac4  f_ia427    e_ia427  f_ia445    e_ia445  f_ia505    e_ia505  f_ia527    e_ia527  f_ia550    e_ia550  f_ia574    e_ia574  f_ia598    e_ia598  f_ia624    e_ia624  f_ia651    e_ia651  f_ia679    e_ia679  f_ia738    e_ia738  f_ia767    e_ia767  f_ia797    e_ia797  f_ia856    e_ia856  tot_cor  wmin_ground wmin_hst wmin_wfc3 wmin_irac z_spec  star_flag kron_radius a_image b_image theta_j2000 class_star flux_radius fwhm_image flags irac1_contam irac2_contam irac3_contam irac4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation          
  25 53.0779152 -27.8219452 1.04 11.83 0.0  9769  19137 12680.289 9576.188  53.077903 -27.822154 11.771782   0.018362    9.7952      0.086331    27.968112  0.108863 0.918583 0.299533   0.129143 0.799587 0.407581   0.01589  0.748665 0.4305     0.041579 0.882082 0.500103   0.03998  0.918236 0.772908   0.050692 0.836353 1.015496    0.038255    1.0         1.03901    0.035153 0.805612 1.598515   0.024835 0.548448 1.632011   0.055474 0.854717 3.4343     0.058622 0.77638  6.620961   0.31325  0.871623 4.148467    0.031151    0.757936    6.824584   0.07775  0.804211 6.783724     0.149441     0.763454     18.210783  0.091593 0.936795 19.287284  0.194484 1.0      19.042559  0.246348 0.922794 23.439589  0.20511  0.627921 32.314376  0.390864 0.683467 57.97785    0.402313 0.854396 57.379103  0.288261 1.0      96.248681   0.177886 1.0      78.846158   0.191537 0.377585 64.370599   1.24821  0.907481 66.249109   1.215683 0.894868 0.416639   0.146178 0.306536   0.125379 0.55142    0.132619 0.643703   0.063102 0.624474   0.099849 0.786681   0.144168 1.221009   0.059644 1.395593   0.062987 1.54494    0.053081 1.896758   0.069012 2.431225   0.073516 3.434827   0.192149 5.084614   0.235877 6.412837   0.316966 1.033967 0.548448    0.627921 0.918583  0.377585  1.038   0         3.5         7.4     5.364   -35.3       0.03       6.634       12.75      3     0.13099      0.180034     0.096455     0.077883     0           0          1        0         26.0       5.0        26.0       0.7526829306735533  
  26 53.0862503 -27.7480564 0.97 11.52 0.0  19443 35300 12247.825 14031.182 53.086078 -27.747906 0.894568    0.020024    0.75601     0.086375    1.077395   0.024117 0.772399 2.159144   0.219569 0.910636 1.620777   0.028252 1.0      0.277193   0.020055 0.974321 1.915055   0.080333 0.904719 2.228522   0.104992 0.836556 -99.0       -99.0       0.0         0.423822   0.017329 0.851921 2.394988   0.040224 0.767701 2.928752   0.105709 0.836733 0.699725   0.027691 0.894165 5.371336   0.601326 0.886903 0.725945    0.021175    0.421521    0.793192   0.037311 0.897402 -99.0        -99.0        0.0          0.939597   0.0515   0.761433 3.480543   0.433014 0.645146 4.666677   0.426052 0.991721 0.917075   0.104028 0.627275 2.040464   0.567532 0.987854 0.226085    0.612273 0.962713 0.223692   0.711885 0.518113 -3.028938   0.581586 0.708537 -2.664064   0.573556 0.892124 -0.730775   1.730568 1.0      -1.346259   1.823063 1.0      1.419425   0.341589 2.278169   0.254882 2.161326   0.259869 2.139961   0.119389 2.51944    0.201689 1.961516   0.279674 2.389272   0.123958 2.386049   0.125706 2.372789   0.099341 3.381395   0.136781 3.872978   0.154798 4.584799   0.410649 5.257435   0.5373   4.74151    0.572834 1.204374 0.767701    0.421521 0.761433  0.708537  -1.0    1         3.5         1.523   1.129   40.5        1.0        1.946       0.0        3     -53.353403   -45.930931   -141.8       -55.873626   0           0          0        0         10.0       4.0        10.0       0.7710406693818717  
  27 53.1744995 -27.8788891 1.75 12.1  0.38 3654  6609  7560.161  6157.735  53.17442  -27.879125 5.446729    0.034712    4.829008    0.088699    22.027518  0.330504 0.257045 1.93064    0.166645 0.817545 1.891452   0.024241 0.789668 1.916498   0.070244 0.895489 2.920022   0.054758 1.0      3.404515   0.069951 1.0      2.686185    0.117645    0.306368    2.814346   0.059799 0.806644 3.737463   0.030552 0.976298 3.814334   0.069216 1.0      4.746649   0.099278 0.784353 7.382997   0.399969 0.943878 4.850973    0.076432    0.364805    6.499845   0.137034 0.750119 6.703264     0.439754     0.25546      16.638285  0.29454  0.262483 17.745985  0.334088 0.614566 16.928161  0.329404 0.902564 19.669957  0.358716 0.594835 26.708268  0.571501 0.638809 32.280755   0.488759 0.938337 34.676438  0.665867 0.470002 50.755087   0.289047 0.388983 59.299387   0.260132 0.28949  59.823317   0.929464 0.938293 44.250868   1.02611  0.930351 2.806945   0.203549 2.803726   0.135703 3.250293   0.169171 3.288735   0.087477 3.517663   0.108279 3.375721   0.192209 3.307939   0.089218 3.313424   0.099438 3.702753   0.072861 4.312891   0.092729 5.13162    0.108713 5.24113    0.285592 5.86624    0.296168 5.427393   0.469297 1.00794  0.789668    0.25546  0.257045  0.28949   -1.0    0         3.8         8.958   8.04    -54.0       0.03       9.46        0.0        2     0.101544     0.077894     0.013632     0.091677     0           0          1        0         6.0        4.0        6.0        0.8861201170814781  
  29 53.0938759 -27.7605553 2.08 12.12 0.31 17744 32798 11829.771 13255.896 53.093948 -27.760829 1.046788    0.022476    0.713795    0.080637    1.521239   0.062084 0.613099 -0.109658  0.11703  0.756683 -0.013024  0.014041 0.909053 0.005294   0.024383 0.959649 -0.041478  0.039866 0.885255 -0.011169  0.047225 0.811506 -99.0       -99.0       0.0         0.043134   0.021533 0.803327 0.027119   0.017102 1.0      0.123732   0.048448 0.816089 0.12422    0.035312 0.800573 -0.176026  0.318154 0.826291 0.088907    0.016736    0.982518    0.145592   0.048418 0.775867 0.093319     0.140098     0.32501      0.803173   0.07283  0.554349 0.863618   0.215618 0.626885 0.763156   0.202548 0.983473 1.044787   0.117185 0.71973  1.880675   0.298319 0.972941 3.835486    0.331694 0.918609 4.389048   0.360868 0.504134 7.408205    0.204513 0.346429 8.730492    0.210116 0.447775 10.452133   0.898086 1.0      18.012912   7.755401 0.499333 0.049949   0.150171 -0.038342  0.134288 0.027238   0.127007 -0.006963  0.061352 -0.007962  0.096717 -0.00185   0.147286 0.015719   0.065845 0.009814   0.058712 0.040413   0.052778 -0.033837  0.064908 0.068985   0.075049 -0.04544   0.19908  -0.069232  0.223112 0.06294    0.315843 1.095574 0.756683    0.32501  0.554349  0.346429  2.05    0         4.29        3.101   2.438   -52.0       0.05       3.91        0.0        3     1.309427     1.757546     2.064764     0.696194     1           0          1        0         16.0       4.0        16.0       1.0117364406826068  
  3  53.0360832 -27.7928886 0.55 11.39 1.0  13729 25091 14900.326 11331.203 53.03609  -27.792884 431.058916  0.018612    386.649308  0.079743    676.923646 0.213213 0.894043 179.492865 0.137347 0.863563 136.534516 0.016176 0.879742 224.590825 0.026089 0.978851 241.406002 0.047158 0.849807 236.829289 0.063515 0.861151 -99.0       -99.0       0.0         250.376551 0.023282 0.802396 273.220486 0.023916 0.826195 300.065447 0.070565 0.879144 383.895305 0.038701 0.778237 465.43019  0.356871 0.920274 415.414378  0.017926    1.0         424.635092 0.051971 0.786349 438.144507   0.086307     1.0          587.656083 0.064414 0.827501 -99.0      -99.0    0.0      552.164455 0.271025 0.82187  611.555747 0.125226 0.735956 -99.0      -99.0    0.0      703.218358  0.375972 0.850445 -99.0      -99.0    0.0      1189.320144 0.515799 0.366561 1404.485997 0.477076 0.375861 1766.797529 2.064389 0.596369 2375.517849 2.347346 0.536554 209.205191 0.157233 198.681605 0.114883 230.758454 0.12441  215.188948 0.074945 218.423082 0.099982 254.521126 0.14079  229.454042 0.064592 236.939873 0.079567 256.106115 0.064122 282.156901 0.072366 330.61615  0.09032  390.403111 0.200995 341.977186 0.231054 352.689824 0.310485 1.000879 0.826195    0.735956 0.827501  0.366561  -1.0    0         3.5         11.682  9.735   -5.3        0.89       3.96        3.57       2     4.5E-4       2.49E-4      5.8E-5       7.6E-4       0           0          1        0         18.0       4.0        20.0       0.027261954946509646
  30 53.182415  -27.8752785 1.62 11.85 0.0  4049  7457  7134.031  6386.909  53.182453 -27.875303 4.117562    0.04425     3.220704    0.09213     17.904441  0.400791 0.158172 0.83427    0.183845 0.79113  0.404355   0.028688 0.645488 0.192958   0.078392 0.831227 0.533022   0.059362 1.0      0.600107   0.076277 1.0      0.544513    0.129596    0.29187     0.498131   0.065001 0.789247 0.783286   0.032356 0.991457 0.760202   0.081288 1.0      0.94435    0.107801 0.76905  2.360438   0.407641 1.0      1.465304    0.082065    0.365826    2.249824   0.146005 0.763895 2.334409     0.331302     0.520327     9.569013   0.400384 0.164216 10.7818    0.336127 0.59038  10.803288  0.343752 0.90407  14.105457  0.400608 0.551366 25.265476  0.674077 0.618348 34.865517   0.543511 0.911967 38.53352   0.735364 0.450186 75.04227    0.248278 0.383848 91.344655   0.315114 0.292358 78.416239   1.148591 1.0      59.134392   0.980822 0.920011 0.064978   0.222209 0.282411   0.153586 0.651555   0.184676 0.3123     0.094833 0.230287   0.136393 0.564125   0.237286 0.737354   0.103253 0.548807   0.114015 0.66958    0.087497 0.790678   0.105092 1.072459   0.1237   0.862776   0.301982 1.594435   0.335942 1.669427   0.526641 1.010186 0.645488    0.158172 0.158172  0.292358  -1.0    0         3.68        14.09   5.034   36.6        0.03       11.027      0.0        3     0.020562     0.01446      0.016591     0.009938     0           0          1        0         4.0        4.0        4.0        0.1496746964205265  
  31 53.0250015 -27.7519436 1.07 11.78 0.0  18821 34206 15495.456 13779.902 53.024914 -27.752065 11.125398   0.024204    9.248259    0.089938    37.407925  0.176942 0.528691 1.733808   0.156134 0.999435 1.327049   0.0178   1.0      0.781579   0.055266 1.0      1.337058   0.050292 0.932508 2.165467   0.061367 0.882393 -99.0       -99.0       0.0         1.962291   0.044653 1.0      3.512647   0.026864 1.0      3.681878   0.061613 0.916593 5.391759   0.073102 1.0      10.984265  0.315433 0.972516 6.747813    0.044991    0.727756    10.15847   0.098676 1.0      10.819857    0.232051     0.634176     25.354788  0.170649 0.540525 21.680149  0.223056 1.0      24.976953  0.29901  0.967781 31.320145  0.302406 0.578568 40.161488  0.346405 1.0      72.924241   0.446041 1.0      76.539802  0.451064 0.961911 123.111119  0.225802 0.822715 106.928635  0.195558 1.0      73.544599   0.977289 0.860019 83.730099   0.915295 0.821848 1.368833   0.18357  1.266529   0.128792 1.664906   0.147195 2.101629   0.074524 2.516874   0.096671 2.462514   0.160244 2.897872   0.0773   3.407303   0.084217 3.721227   0.064757 4.101994   0.078151 4.879582   0.09051  7.406055   0.245095 7.981386   0.28518  11.347546  0.378247 1.021272 0.882393    0.528691 0.528691  0.821848  -1.0    0         3.5         9.241   6.022   19.2        0.03       8.567       9.48       3     0.08765      0.067113     0.12446      0.092649     0           0          1        0         6.0        4.0        6.0        0.5183767262961634  
  33 53.0976257 -27.7152786 2.14 12.29 0.95 23845 41886 11633.763 15988.77  53.09765  -27.715282 7.532183    0.023496    6.002915    0.06841     11.481096  0.086965 0.561026 0.695509   0.095596 0.809119 0.812528   0.01276  0.783981 0.621727   0.026952 0.864097 0.600061   0.035047 0.792655 0.772729   0.043877 0.720073 -99.0       -99.0       0.0         0.913703   0.022442 0.813637 0.958137   0.017102 0.907183 0.922634   0.042952 0.7649   1.28417    0.036733 0.813886 1.740907   0.255322 0.836373 1.36974     0.030351    0.328642    1.810091   0.049529 0.815704 1.920743     0.17125      0.239302     5.89254    0.077082 0.544442 6.459766   0.177191 0.675258 6.340611   0.184183 1.0      9.215955   0.104275 1.0      14.892836  0.281668 0.610187 18.502797   0.286516 0.946342 20.232983  0.505122 0.282153 30.905867   0.147836 0.556885 36.878137   0.152499 0.837011 40.818264   0.791534 1.0      38.267219   0.801751 0.945627 0.368612   0.121361 0.362514   0.099856 0.504333   0.090767 0.735039   0.053256 0.714759   0.085496 1.02861    0.109724 0.892617   0.052104 0.76816    0.050668 0.861229   0.041162 0.771296   0.050868 0.91439    0.064387 1.295608   0.148734 0.970813   0.191309 0.984185   0.262401 1.069599 0.720073    0.239302 0.544442  0.556885  2.09    0         3.5         4.662   3.946   10.5        0.16       3.956       7.34       0     0.024229     0.018789     0.01757      0.008495     0           0          1        0         6.0        10.0       6.0        0.07840469217684423 
  34 53.1624985 -27.7388897 1.93 11.95 0.46 20510 36095 8183.816  14565.469 53.16261  -27.739    7.118442    0.023776    5.400851    0.086384    33.713726  0.395535 0.547866 0.987544   0.20896  0.823661 0.691085   0.03374  0.677169 0.21001    0.100531 0.599605 1.118893   0.07287  0.968742 1.633533   0.09472  0.953361 -99.0       -99.0       0.0         0.764271   0.070064 0.805864 1.59616    0.056655 0.490436 1.844714   0.101514 0.983135 1.333173   0.113287 0.826123 3.649835   0.513503 0.91176  2.061482    0.09507     0.323373    3.067439   0.151655 0.839959 4.017803     0.493735     0.277932     17.432875  0.259863 0.46247  17.489153  0.357075 0.893174 19.534931  0.443225 0.94146  25.763195  0.409125 0.627148 38.520202  0.622819 0.848213 63.545213   0.703899 0.950385 67.720648  0.673467 0.702336 111.272614  0.388532 0.223752 130.388952  0.304551 0.405363 127.284939  1.177708 1.0      75.404758   1.183271 1.0      1.632153   0.30327  1.143104   0.205688 1.008226   0.252977 1.597824   0.122262 2.044832   0.171008 2.074293   0.271487 1.495715   0.136558 1.156585   0.142741 1.376661   0.112659 1.723512   0.136057 2.038569   0.16274  1.788507   0.435381 2.417965   0.543985 3.087865   0.656155 1.0      0.490436    0.277932 0.46247   0.223752  -1.0    0         3.79        15.511  11.051  -82.6       0.03       14.984      17.26      3     0.047032     0.041901     0.004171     0.039775     0           0          1        0         15.0       4.0        16.0       0.5328126924135624  
  35 53.1791649 -27.7805557 1.04 11.79 0.0  15336 28656 7310.578  12073.184 53.179075 -27.780533 9.948451    0.017599    7.787437    0.06841     18.977571  0.10477  1.0      0.049531   0.107882 0.892472 0.063556   0.013707 0.646468 0.050761   0.035375 0.785575 0.117468   0.033344 0.960842 0.138235   0.041798 0.935147 0.385114    0.034403    0.797084    0.333032   0.028271 0.802959 0.491607   0.027585 0.162479 0.596318   0.045112 0.964898 1.496301   0.048814 0.721837 3.370969   0.268616 0.927968 2.024132    0.039552    0.303103    3.486193   0.060926 0.844287 3.860408     0.217291     0.232793     11.267672  0.071179 1.0      11.78544   0.175775 0.926658 11.525994  0.200565 0.907667 14.9622    0.130498 1.0      23.89806   0.298098 0.655922 44.652181   0.325049 0.868677 46.88164   0.287281 1.0      78.495877   0.190051 0.387848 64.849706   0.169037 0.500709 49.375635   1.149853 0.86191  53.690418   1.119553 0.886664 0.111266   0.137117 0.16389    0.092461 -0.016551  0.109277 0.053046   0.052202 0.150319   0.076751 0.260945   0.130884 0.36932    0.048827 0.453991   0.056372 0.443322   0.041728 0.565842   0.056669 0.885615   0.075311 1.592443   0.193912 2.004956   0.199364 3.423914   0.266031 1.033718 0.162479    0.232793 1.0       0.387848  1.036   0         3.5         7.378   5.416   -9.8        0.03       5.409       10.78      3     0.077197     0.076349     0.029912     0.016611     0           0          1        0         84.0       80.0       126.0      0.29777012970201594 
  36 53.1912498 -27.8722229 0.97 11.79 0.0  4314  8002  6664.715  6578.641  53.191299 -27.872103 5.421159    0.040155    5.067043    0.088227    16.751572  0.242203 0.192079 0.87083    0.129958 0.815214 0.919529   0.019559 0.641405 0.825911   0.053277 0.9088   1.081991   0.039182 1.0      1.568247   0.054558 1.0      1.891942    0.092033    0.292261    1.789117   0.043311 0.897741 2.292492   0.022205 0.974617 2.420126   0.052379 1.0      4.148291   0.069286 0.940132 5.971866   0.306092 1.0      4.639308    0.059486    0.351592    6.490577   0.090684 1.0      6.125513     0.227783     0.555861     13.156431  0.217012 0.282286 13.063467  0.292894 0.574326 14.284378  0.258196 0.896827 15.770076  0.272624 0.601223 19.322711  0.463297 0.614634 29.562809   0.436707 0.962551 30.657678  0.565796 0.443344 50.076764   0.295637 0.385266 40.760212   0.378304 0.28754  39.549773   0.95309  0.970477 38.181267   0.914545 0.985463 0.801673   0.193437 1.034674   0.122736 1.043881   0.139316 1.445061   0.070903 1.664966   0.092101 1.775476   0.147096 2.086119   0.074442 2.097697   0.082191 2.292957   0.063007 2.384763   0.074316 3.994515   0.083944 4.409803   0.22873  5.269416   0.270194 6.311414   0.33823  1.032935 0.641405    0.192079 0.192079  0.28754   -1.0    0         3.67        8.163   4.547   9.1         0.03       7.868       0.0        3     0.100822     0.100932     0.155817     0.116724     0           0          1        0         6.0        4.0        6.0        0.45916025153110746 
  38 53.1069984 -27.7180557 2.3  12.33 0.87 22603 41181 11136.431 15812.327 53.107013 -27.718224 4.942337    0.024563    3.408675    0.085959    11.540485  0.12177  0.513315 -0.120307  0.110434 0.859455 0.078427   0.015221 0.811271 0.307533   0.04164  0.849559 0.223163   0.041153 0.804537 0.315128   0.048969 0.704634 -99.0       -99.0       0.0         0.430138   0.03486  0.791281 0.522696   0.018223 0.966811 0.466313   0.051258 0.791515 0.664501   0.057275 0.785623 0.570504   0.300778 0.872934 0.803255    0.048464    0.302474    1.204669   0.07658  0.800724 1.110657     0.272248     0.222197     5.106294   0.115137 0.572639 4.63605    0.226469 0.664256 4.70578    0.211997 1.0      8.016651   0.200715 0.633373 14.565172  0.339955 0.600425 21.132124   0.347903 0.93469  22.652896  0.583388 0.27485  43.205067   0.188785 0.403233 79.804537   0.171275 0.643894 177.97104   0.867177 0.971671 397.420417  0.927303 1.0      0.06793    0.146136 -0.01439   0.110707 0.1645     0.120474 0.251145   0.06159  0.15605    0.092245 0.06976    0.141887 0.44229    0.059647 0.544132   0.064665 0.4164     0.048295 0.367461   0.063415 0.3588     0.078759 0.310179   0.211335 0.417161   0.250821 0.679899   0.326008 1.046402 0.704634    0.222197 0.513315  0.403233  2.291   0         3.5         6.291   4.718   3.4         0.03       6.376       0.0        0     0.002533     0.002146     0.001774     6.4E-4       0           0          1        0         6.0        4.0        6.0        0.6076639535922855  
  42 53.1082497 -27.7975006 1.88 12.07 0.67 12526 24251 11065.756 11047.02  53.108333 -27.797646 2.618926    0.020409    2.123609    0.084664    6.142407   0.103096 0.743568 0.30864    0.123739 0.789312 0.51066    0.017639 0.542638 0.722355   0.039379 0.958368 0.666979   0.041037 0.789079 0.799111   0.048412 0.74766  0.885673    0.038667    0.953872    0.903893   0.031147 1.0      0.837587   0.021855 0.529745 0.808059   0.054687 0.752446 1.248322   0.050991 1.0      1.477437   0.319061 0.811739 1.470155    0.035117    0.581223    1.845066   0.06883  1.0      1.874957     0.163385     0.622427     4.07042    0.103281 0.71799  3.635495   0.233103 0.632445 4.205083   0.22018  0.925789 5.016555   0.198569 0.652895 6.050097   0.410487 0.592811 9.928681    0.423645 0.789285 9.353801   0.34144  1.0      20.32169    0.149908 1.0      23.089631   0.160573 0.405436 25.080591   1.239555 0.941267 17.555393   1.249575 0.854616 0.772842   0.152097 0.394323   0.107633 0.68959    0.126642 0.784561   0.061361 0.760516   0.102093 0.683357   0.139006 0.730681   0.062617 0.721856   0.067495 0.734416   0.050518 0.870708   0.062823 1.102644   0.066334 1.131438   0.213417 1.079681   0.251985 1.367304   0.310192 1.044819 0.529745    0.581223 0.71799   0.405436  -1.0    0         3.5         6.635   4.614   40.8        0.03       6.414       0.0        3     0.31899      0.35759      0.294769     0.314547     0           0          1        0         20.0       4.0        20.0       0.5868217478955087  
  44 53.1058731 -27.771389  0.9  11.56 0.0  16617 30414 11193.611 12621.009 53.105928 -27.771413 20.011016   0.021779    18.653757   0.083804    43.000496  0.141333 0.65298  1.855558   0.114119 0.808779 1.961405   0.014853 0.756639 1.95515    0.037062 0.908168 2.690199   0.039125 0.789577 4.535778   0.053072 0.663405 -99.0       -99.0       0.0         4.932512   0.032045 0.793071 6.917377   0.018928 1.0      7.287979   0.052238 0.799748 11.968305  0.05249  0.792168 17.432322  0.322205 0.819817 13.564349   0.025089    0.955865    17.608526  0.071541 0.777007 17.468782    0.208695     0.320232     34.878461  0.098879 0.657553 34.479193  0.265003 0.556822 40.513835  0.240451 0.942593 40.372565  0.180082 0.666357 44.603794  0.391296 0.583506 70.382663   0.346748 0.851834 70.227128  0.366531 0.674863 85.911449   0.174968 0.607507 63.937519   0.166123 0.389427 64.015745   1.791697 0.652951 52.110152   2.242515 0.574634 1.979587   0.152033 2.599307   0.117572 3.800641   0.126759 4.104311   0.06819  4.923054   0.094502 5.558208   0.137534 5.801164   0.06017  6.256063   0.070371 6.63005    0.056426 7.521569   0.063943 11.440997  0.085126 13.48433   0.209271 15.215026  0.288198 16.302627  0.370498 1.028581 0.663405    0.320232 0.65298   0.389427  0.896   0         3.5         7.04    6.522   -70.6       0.03       6.111       7.13       2     0.019103     0.018485     0.021894     0.012804     0           0          1        0         18.0       4.0        18.0       0.195054033208368   
  45 53.0727081 -27.8341675 1.62 12.48 0.06 8281  16814 12956.821 8852.877  53.072687 -27.834207 4.80927     0.019604    3.356322    0.082626    18.585226  0.148393 0.805897 0.277835   0.143908 0.684048 0.024245   0.018109 0.838964 1.794614   0.080812 0.617792 0.041183   0.047399 0.8891   0.230788   0.061456 0.865161 0.082375    0.062223    1.0         0.05524    0.056361 0.829155 0.286334   0.030941 0.56665  0.423922   0.071268 0.864672 0.851359   0.097264 0.746157 1.453402   0.376069 0.882797 0.918554    0.044113    1.0         1.678319   0.134586 0.710084 1.364831     0.212388     1.0          9.125193   0.159207 0.820317 9.908728   0.253332 1.0      9.556306   0.322965 0.851168 13.063756  0.319305 0.685493 24.977844  0.559481 0.655884 39.136798   0.499696 0.85627  40.627291  0.428005 1.0      86.500177   0.247689 1.0      106.26196   0.334693 0.358024 93.381888   1.383415 0.83232  75.619175   1.527732 0.849303 0.134998   0.156475 0.099146   0.133467 0.165228   0.135706 -0.033241  0.073019 -0.044599  0.103359 -0.076771  0.160072 0.216543   0.073535 0.188507   0.080561 0.334078   0.066578 0.416286   0.082123 0.545317   0.098753 0.799241   0.240752 1.344422   0.2883   1.804757   0.38556  1.019149 0.56665     0.685493 0.805897  0.358024  -1.0    0         3.5         8.739   6.736   -16.4       0.03       9.186       0.0        0     0.012587     0.010112     0.009607     0.012215     0           0          1        0         23.0       4.0        24.0       0.15726686427646494 
  47 53.137001  -27.6900005 1.04 11.74 0.0  25295 46870 9539.893  17507.5   53.137067 -27.689972 17.755793   0.023755    14.853672   0.06841     45.53281   0.182819 0.548826 0.460781   0.119584 0.805932 0.747133   0.020893 0.61761  0.837983   0.044346 0.903384 0.980844   0.046846 0.86686  1.766277   0.058743 0.890879 -99.0       -99.0       0.0         2.458874   0.037547 0.822657 3.460069   0.030055 0.441078 3.429834   0.052754 0.958157 7.220889   0.063954 0.759965 12.969665  0.315307 0.945504 9.091628    0.0739      0.156902    14.722338  0.08301  0.821941 -99.0        -99.0        0.0          32.691907  0.155655 0.377895 26.413875  0.303024 0.463457 32.086382  0.28736  0.718381 38.364888  0.17543  1.0      43.438965  0.529658 0.434024 83.437976   0.487143 0.766026 69.824499  0.849265 0.183686 127.771683  0.607112 0.151881 101.907702  0.417351 0.349511 69.873188   0.937157 0.930128 62.914471   0.93998  0.969659 0.853527   0.157795 0.941508   0.120597 1.532765   0.133096 1.39981    0.06975  1.982216   0.097723 2.151168   0.155376 2.619001   0.062963 2.917324   0.07954  3.464776   0.059146 3.968499   0.078041 4.99745    0.087373 6.743876   0.245279 8.783726   0.29218  12.526065  0.394446 1.018173 0.441078    0.156902 0.377895  0.151881  -1.0    0         3.5         8.8     6.87    2.0         0.03       7.433       7.6        0     0.002995     0.003035     5.86E-4      0.002737     0           0          1        0         4.0        8.0        6.0        0.23407310357477493 
  49 53.2021255 -27.9044437 0.83 11.51 0.0  1742  2723  6099.626  4637.823  53.201977 -27.904444 21.847283   0.043909    19.377518   0.086803    71.999902  0.444494 0.160641 3.21939    0.196902 0.759921 2.714326   0.024456 0.521586 3.135721   0.054168 1.0      4.206254   0.049407 1.0      6.323042   0.068559 1.0      6.935001    0.066614    0.634554    7.114531   0.049367 0.785955 9.673894   0.029532 0.94071  10.839982  0.072519 1.0      19.645349  0.079918 0.803785 29.388464  0.386026 0.936704 22.611113   0.07729     0.236901    30.31867   0.104949 0.849257 31.515638    0.338258     0.286718     55.189057  0.277097 0.19694  55.23206   0.369543 0.562264 57.596201  0.280134 1.0      64.320341  0.286069 0.621104 -99.0      -99.0    0.0      106.714767  0.457925 1.0      110.516851 0.538502 0.492279 117.203022  0.376336 0.315374 79.804239   0.35424  0.296314 76.572452   0.980433 0.867579 47.76171    1.060151 0.90691  4.328799   0.191506 4.293027   0.135482 4.691368   0.155354 5.770011   0.086698 7.590715   0.109387 7.32081    0.1833   8.158667   0.079206 8.656278   0.088084 9.602721   0.063997 11.777184  0.080435 18.822052  0.106949 22.304748  0.301952 23.251562  0.308708 29.998785  0.393432 1.005329 0.521586    0.160641 0.160641  0.296314  0.84    0         3.5         9.747   9.6     -71.2       0.03       9.4         7.74       2     0.03157      0.024186     0.023091     0.038928     0           0          1        0         4.0        4.0        4.0        0.47244293687007943 
  50 53.1313324 -27.8147221 1.9  12.01 0.28 10493 20403 9842.505  10009.999 53.131381 -27.81493  2.418072    0.023904    1.762321    0.089319    11.177845  0.198596 0.542047 0.185641   0.175901 0.819273 0.375278   0.027212 0.606331 0.255454   0.093983 0.653587 0.624421   0.06367  0.729754 0.710316   0.072622 0.868608 -99.0       -99.0       0.0         0.455032   0.06998  0.769567 0.693789   0.038764 0.486597 0.793312   0.07516  0.909512 0.768753   0.116222 0.747754 1.80371    0.430569 0.954207 1.075585    0.070297    0.563448    1.708331   0.153512 0.780947 2.338932     0.468335     0.29427      6.454556   0.239984 0.516583 5.966457   0.358723 0.788613 6.999428   0.371991 0.898612 8.205206   0.412888 0.586612 12.542498  0.544903 0.702754 19.380539   0.641689 0.768255 19.070339  0.508603 1.0      29.749182   0.152762 1.0      33.411758   0.225437 0.407882 39.66956    1.46835  1.0      25.536305   1.479381 0.973498 0.623733   0.202234 0.582883   0.158384 0.727308   0.192734 0.748924   0.089562 0.79905    0.122936 0.327874   0.201077 0.489667   0.09685  0.608089   0.098551 0.501003   0.078508 0.77917    0.09658  0.99917    0.111946 1.124708   0.287213 1.089061   0.366028 1.468883   0.472935 1.014166 0.486597    0.29427  0.516583  0.407882  -1.0    0         3.85        9.379   6.022   8.7         0.03       10.285      0.0        3     0.335982     0.38775      0.262329     0.332063     0           0          1        0         14.0       4.0        15.0       0.7642699133302698  
