# col1     col2       col3        col4 col5  col6 col7  id    x         y         ra        dec        faper_f160w eaper_f160w faper_f140w eaper_f140w f_f160w    e_f160w  w_f160w  f_u38      e_u38    w_u38    f_u        e_u      w_u      f_f435w    e_f435w  w_f435w  f_b        e_b      w_b      f_v        e_v      w_v      f_f606wcand e_f606wcand w_f606wcand f_f606w    e_f606w  w_f606w  f_r        e_r      w_r      f_rc       e_rc     w_rc     f_f775w    e_f775w  w_f775w  f_i        e_i      w_i      f_f814wcand e_f814wcand w_f814wcand f_f850lp   e_f850lp w_f850lp f_f850lpcand e_f850lpcand w_f850lpcand f_f125w    e_f125w  w_f125w  f_j        e_j      w_j      f_tenisj   e_tenisj w_tenisj f_f140w    e_f140w  w_f140w  f_h        e_h      w_h      f_tenisk    e_tenisk w_tenisk f_ks       e_ks     w_ks     f_irac1     e_irac1  w_irac1  f_irac2     e_irac2  w_irac2  f_irac3     e_irac3  w_irac3  f_irac4     e_irac4  w_irac4  f_ia427    e_ia427  f_ia445    e_ia445  f_ia505    e_ia505  f_ia527    e_ia527  f_ia550    e_ia550  f_ia574    e_ia574  f_ia598    e_ia598  f_ia624    e_ia624  f_ia651    e_ia651  f_ia679    e_ia679  f_ia738    e_ia738  f_ia767    e_ia767  f_ia797    e_ia797  f_ia856    e_ia856  tot_cor  wmin_ground wmin_hst wmin_wfc3 wmin_irac z_spec  star_flag kron_radius a_image b_image theta_j2000 class_star flux_radius fwhm_image flags irac1_contam irac2_contam irac3_contam irac4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation          
  51 53.098793  -27.7363892 1.77 11.96 0.14 20568 37243 11570.781 14710.21  53.098831 -27.736592 6.716232    0.023338    5.718057    0.081617    27.090277  0.230969 0.568639 1.51454    0.183772 0.794221 1.568428   0.019521 0.940011 1.356106   0.104073 0.405807 2.51323    0.059498 0.777111 2.966084   0.075738 0.710011 -99.0       -99.0       0.0         2.313335   0.05952  0.80995  3.397222   0.034021 0.660312 3.437268   0.078184 0.765706 4.242315   0.098561 0.791634 6.244942   0.414871 0.842574 4.571241    0.065969    0.487125    6.297747   0.137738 0.738581 -99.0        -99.0        0.0          19.754381  0.194817 0.596829 18.459678  0.379529 0.612425 20.144688  0.328906 1.0      23.230147  0.329205 0.702556 29.557292  0.480557 0.956246 39.11153    0.546127 0.953982 41.813246  0.610155 0.499315 61.877582   0.213218 0.782853 72.748575   0.211235 1.0      58.584224   0.95138  0.997148 45.754831   0.842985 1.0      2.089562   0.193893 2.411176   0.164384 2.81736    0.194514 2.90033    0.097819 3.119802   0.128591 3.015292   0.203169 2.780308   0.092726 3.084046   0.104082 3.008211   0.083232 3.686644   0.105788 4.505022   0.114986 4.583883   0.29489  4.999248   0.385636 6.338335   0.552997 1.00627  0.660312    0.405807 0.568639  0.782853  1.77    0         3.5         9.974   9.051   -16.8       0.03       10.736      0.0        2     0.009404     6.95E-4      0.037495     0.030023     0           0          1        0         8.0        4.0        8.0        0.7400523585503889  
  52 53.052166  -27.7183342 1.79 12.11 0.15 22642 40993 14043.887 15800.002 53.052274 -27.718413 1.344309    0.025068    1.139149    0.11978     5.942188   0.20549  0.492847 0.110971   0.194324 1.0      0.080178   0.027144 0.625456 0.238863   0.078836 0.849319 0.262779   0.063512 0.934754 0.01547    0.07943  0.880262 -99.0       -99.0       0.0         0.315242   0.066332 0.783171 0.238976   0.038143 0.666023 0.225343   0.084242 0.940962 0.675465   0.112522 0.729414 0.929687   0.482701 0.967304 0.771373    0.082831    0.371071    1.057721   0.159814 0.658864 1.20211      0.336598     0.520899     3.597651   0.215985 0.583143 3.656178   0.426984 0.646856 2.832529   0.453892 0.870935 5.071581   0.529459 0.326188 7.521325   0.849032 0.51483  8.785342    0.661465 0.990228 14.395762  0.878873 0.4796   32.519224   0.231616 0.814685 43.960586   0.208343 1.0      49.467349   1.249827 0.932542 41.767043   1.097847 0.999906 -0.099482  0.215592 0.155526   0.165463 0.176766   0.212069 0.136781   0.10522  0.044879   0.130637 -0.273662  0.253058 0.030656   0.096638 0.185634   0.116477 0.15652    0.096995 -0.010923  0.111552 0.389689   0.143726 -0.179846  0.334005 -0.311227  0.409667 -0.12626   0.568068 1.014812 0.625456    0.326188 0.492847  0.814685  1.86    0         4.35        10.598  4.086   -89.4       0.03       11.569      0.0        3     0.025726     0.03288      0.006206     0.010585     0           0          1        0         6.0        2.0        6.0        0.44602278669474765 
  53 53.0505409 -27.7136116 2.45 12.37 0.48 23586 42127 14120.018 16082.083 53.050843 -27.713711 2.008342    0.024472    1.583423    0.109447    4.666603   0.125358 0.517166 0.116983   0.116021 1.0      0.153917   0.016011 0.620612 0.33261    0.042048 0.825018 0.428119   0.036456 0.928235 0.48679    0.045774 0.882229 -99.0       -99.0       0.0         0.520204   0.03488  0.782686 0.747144   0.023698 0.64103  0.67575    0.048463 0.930036 0.698017   0.058561 0.744154 0.786775   0.271846 0.978945 0.850598    0.047375    0.313453    0.885242   0.083481 0.66724  1.017594     0.225913     0.319541     2.562318   0.117405 0.545358 2.547223   0.234071 0.648956 2.407692   0.246759 0.839247 3.705749   0.254313 0.390685 4.808195   0.447943 0.507637 8.050662    0.371185 0.948016 8.984134   0.463389 0.478112 14.327988   0.232455 0.815092 18.702004   0.171946 1.0      21.158288   0.975475 0.898641 19.071786   0.738158 0.871761 0.396578   0.135341 0.269786   0.104134 0.531104   0.118454 0.409084   0.060855 0.601725   0.083312 0.627795   0.14374  0.638696   0.05627  0.76732    0.06433  0.743678   0.051071 0.686862   0.06524  0.556188   0.075991 0.312124   0.201359 0.862516   0.238599 1.07888    0.299275 1.043694 0.620612    0.313453 0.517166  0.815092  2.41    0         3.63        6.889   4.227   -9.3        0.03       6.424       0.0        2     0.411643     0.494303     0.777374     0.775896     1           0          1        0         6.0        2.0        6.0        1.0271463845707511  
  54 53.0577087 -27.7199993 1.89 12.39 0.37 22435 40838 13751.812 15698.46  53.057772 -27.720108 4.342683    0.023689    3.848282    0.06841     13.414486  0.178316 0.55192  0.667916   0.138106 1.0      0.788549   0.0222   0.635633 1.09738    0.050772 1.0      1.325804   0.045638 0.914312 1.753528   0.055934 0.878328 -99.0       -99.0       0.0         1.746436   0.042274 0.941665 1.92752    0.0291   0.66542  2.03118    0.060496 0.918811 2.811175   0.070141 0.916736 4.067716   0.332485 0.939123 3.314878    0.056773    0.385734    3.98933    0.097202 0.869777 4.111417     0.238265     0.507686     9.857048   0.149839 0.591714 9.359392   0.290614 0.634282 9.508768   0.309589 0.866546 11.972875  0.211317 1.0      14.753359  0.542038 0.511387 19.856583   0.482392 0.965488 22.933516  0.552323 0.474724 40.135252   0.158708 0.815242 44.580227   0.146412 1.0      46.031156   0.935122 0.782485 33.303316   0.899423 0.877518 1.214151   0.165393 1.229807   0.115438 1.575192   0.142269 1.760781   0.075527 1.745523   0.100782 1.475111   0.1632   1.549204   0.068641 1.694161   0.085731 1.897926   0.061701 2.073291   0.075683 2.60603    0.088773 2.249976   0.24428  3.099844   0.265555 3.754466   0.395771 1.019484 0.635633    0.385734 0.55192   0.782485  1.98    0         3.69        8.302   6.322   -40.1       0.03       8.117       0.0        2     0.044156     0.05411      0.033223     0.073562     0           0          1        0         6.0        8.0        6.0        0.4402554800162055  
  56 53.0565834 -27.7983341 1.72 11.91 0.12 12537 24308 13800.117 11007.359 53.056815 -27.798292 3.60224     0.020628    2.818555    0.06841     15.220116  0.194911 0.727848 0.41496    0.160844 0.97475  0.447655   0.021321 0.975209 0.432121   0.069447 1.0      0.629015   0.051566 0.857895 0.81811    0.069948 0.862263 -99.0       -99.0       0.0         0.519228   0.056111 1.0      0.788967   0.027602 1.0      0.86806    0.067451 0.874026 1.213263   0.09186  1.0      2.086743   0.425841 0.892051 1.271261    0.04823     1.0         1.952024   0.123997 1.0      2.625884     0.259107     0.803184     8.663396   0.185814 0.719886 8.52234    0.336171 0.90777  9.398197   0.356629 0.764154 11.99465   0.289044 1.0      18.091217  0.468403 1.0      27.502108   0.550561 0.782769 28.755878  0.789523 0.484753 54.516062   0.170695 0.837591 65.188502   0.171359 0.391383 59.385589   1.507659 0.848689 40.314027   1.590215 0.802019 0.75486    0.178954 0.747686   0.131603 0.806175   0.162416 0.72102    0.087703 0.724077   0.118206 0.775993   0.180071 0.482894   0.081892 0.639904   0.098811 0.699983   0.072651 0.944159   0.089484 1.40031    0.108653 1.676277   0.25284  1.653616   0.338325 1.502326   0.433436 1.008278 0.782769    0.719886 0.719886  0.391383  1.74    0         3.5         10.526  7.968   -40.3       0.03       10.461      0.0        2     0.003844     0.009539     0.004164     0.025832     0           0          1        0         20.0       8.0        20.0       0.7529510056838479  
  57 53.0780411 -27.7741661 1.72 11.96 0.14 16160 29981 12671.062 12455.642 53.078097 -27.774163 5.112306    0.022371    4.106802    0.082687    21.084784  0.202048 0.618836 0.411211   0.15717  0.98246  0.441681   0.023581 0.875329 0.523264   0.07187  0.889677 0.777912   0.06297  0.887131 0.977503   0.07539  0.84867  -99.0       -99.0       0.0         1.141764   0.061482 0.793643 1.446524   0.03006  1.0      1.580981   0.088069 0.895739 2.400818   0.100927 0.789304 4.483932   0.486573 0.91338  2.630736    0.04859     0.938758    3.629442   0.135488 0.798054 4.03677      0.373009     0.369274     13.779502  0.189296 0.660923 13.864758  0.391742 0.791666 15.368377  0.408035 0.860183 17.059716  0.341028 0.684482 25.006163  0.612185 0.953225 34.845923   0.625144 0.905    36.994091  0.91925  0.39741  54.735109   0.376404 0.34154  60.546571   0.346793 0.350903 55.30978    2.940357 0.57824  32.50111    3.662253 0.511459 0.758509   0.200192 0.671962   0.162567 1.097644   0.181861 1.001142   0.09941  1.105028   0.144212 0.763617   0.205354 1.023142   0.095789 1.335326   0.100803 1.296674   0.083672 1.79213    0.099876 2.370531   0.12656  1.77016    0.301824 2.283229   0.374833 3.862127   0.498593 1.010316 0.84867     0.369274 0.618836  0.34154   1.74    0         3.5         9.554   8.17    73.0        0.03       10.911      0.0        3     0.282705     0.309919     0.176819     0.528235     1           0          1        0         18.0       4.0        17.0       0.17840477372592842 
  58 53.1676674 -27.8302784 1.85 12.06 0.07 8740  17553 7917.917  9083.361  53.167655 -27.830367 2.658736    0.020384    2.164399    0.086863    11.772912  0.168046 0.74537  0.21934    0.148156 0.845715 0.392344   0.023271 0.577386 0.515949   0.081161 0.804159 0.594889   0.051363 1.0      0.828587   0.06269  1.0      0.940227    0.081159    0.771739    0.689551   0.059734 0.969151 0.926183   0.031154 0.628535 0.946062   0.062922 0.960952 1.134781   0.099947 0.927764 0.934063   0.360247 0.987853 1.514366    0.075625    0.446718    2.004403   0.13678  0.902616 2.218167     0.468571     0.269742     7.181165   0.189492 0.76026  7.727877   0.250051 1.0      6.929151   0.3019   0.932809 9.652988   0.384629 0.620256 14.730345  0.580517 0.587346 21.277669   0.516403 0.883631 22.350377  0.545568 0.730861 43.349483   0.218645 0.715621 52.801813   0.245733 0.246091 52.38178    1.816635 0.644035 36.751652   1.928861 0.534351 0.643873   0.176655 0.382082   0.126692 0.886115   0.134124 0.72988    0.08052  0.881411   0.115278 0.80084    0.173918 0.800763   0.079862 0.95985    0.088996 0.767835   0.061991 0.967877   0.074939 1.313978   0.092131 1.050942   0.266536 1.460797   0.308912 1.505714   0.374214 1.014537 0.577386    0.269742 0.74537   0.246091  -1.0    0         3.72        9.435   6.333   -36.5       0.03       9.353       0.0        2     0.020911     0.060445     0.078974     0.06816      0           0          1        0         20.0       4.0        20.0       0.32139366692205273 
  60 53.1668739 -27.7986107 2.02 12.46 0.23 12624 24110 7957.82   10981.518 53.16689  -27.798732 5.717376    0.017599    4.928825    0.06841     22.930455  0.177548 1.0      1.118137   0.145734 0.869271 1.385652   0.016946 0.865951 2.464716   0.06839  0.929109 2.343773   0.048147 0.904921 3.105796   0.062618 0.917451 3.261998    0.064577    1.0         3.326601   0.053382 0.995533 -99.0      -99.0    0.0      3.280667   0.064658 0.879861 4.777126   0.093163 0.876002 5.840377   0.36945  0.940635 5.30955     0.056875    0.647951    6.658632   0.117827 0.997863 7.440556     0.314662     0.49071      16.627684  0.149651 1.0      16.319478  0.261498 0.963988 17.197431  0.310043 0.920282 19.910173  0.274369 1.0      24.911908  0.491927 0.664848 35.948222   0.484858 0.843335 37.111399  0.409912 1.0      59.795213   0.17064  0.425216 65.299615   0.138844 0.404966 71.762007   1.263868 0.88213  48.252663   1.152001 0.951115 1.915055   0.185587 2.351205   0.126409 3.064429   0.142312 3.195227   0.077002 3.415054   0.111306 3.32836    0.180056 3.298175   0.07586  3.199416   0.086497 3.086966   0.064673 3.350826   0.078305 4.304049   0.08657  4.471905   0.265429 5.348924   0.297499 5.527768   0.397667 1.005469 0.811199    0.49071  1.0       0.404966  1.998   0         3.5         10.679  8.715   27.4        0.03       9.575       0.0        3     0.008201     0.007973     0.010043     0.02651      0           0          1        0         84.0       79.0       126.0      0.43967957845449146 
  61 53.1810417 -27.8169441 1.77 12.13 0.15 10252 20137 7207.887  9875.337  53.181029 -27.817163 4.99759     0.020393    4.061425    0.06841     9.103312   0.101735 0.744732 0.462733   0.105339 0.830083 0.195828   0.013905 0.679003 0.280266   0.031037 0.930532 0.319091   0.029923 0.977259 0.393491   0.044803 0.954809 0.473334    0.03269     0.80495     0.425861   0.02419  1.0      0.478539   0.019874 0.606119 0.508952   0.042098 0.977089 0.921247   0.040471 0.957539 0.947333   0.266436 1.0      1.079678    0.034101    0.371777    1.568972   0.055035 0.943457 1.737257     0.1981       0.255383     5.780661   0.081051 0.703218 5.7578     0.178915 0.984665 5.917829   0.1859   0.992923 7.451317   0.124611 1.0      11.592548  0.359226 0.565149 18.077882   0.298246 0.857429 18.496248  0.359279 0.702588 37.110524   0.117111 0.43192  45.971822   0.169706 0.340131 44.563015   1.369289 0.830169 37.068526   1.543311 0.765427 0.3351     0.13721  0.372465   0.100494 0.527456   0.098602 0.392899   0.0557   0.292824   0.081804 0.442777   0.121043 0.310543   0.050532 0.38701    0.056823 0.347967   0.040369 0.50909    0.052967 0.913948   0.064376 0.499516   0.169424 0.925474   0.19221  1.660714   0.266341 1.045863 0.606119    0.255383 0.703218  0.340131  -1.0    0         3.5         6.199   4.838   33.3        0.03       4.966       0.0        2     0.026539     0.009918     0.048722     0.033483     0           0          1        0         20.0       8.0        20.0       0.7890767819420774  
  62 53.0936661 -27.8263893 0.73 11.76 0.0  9324  18072 11844.579 9322.956  53.093651 -27.826378 19.929692   0.01792     14.853351   0.081529    81.48361   0.197134 0.964423 0.800365   0.190753 0.644853 0.429901   0.022471 0.788276 0.412088   0.071107 0.893167 0.892981   0.064759 0.83159  1.749104   0.084557 0.82619  2.13339     0.065832    1.0         2.203615   0.060277 0.811428 4.22544    0.041902 0.521463 4.65006    0.091736 0.767652 7.886291   0.097609 0.829317 15.349001  0.494546 0.785234 9.86582     0.054796    0.725426    15.037337  0.135457 0.784632 15.195525    0.245066     0.840727     45.132722  0.152558 1.0      48.489041  0.303165 1.0      49.033205  0.344717 0.977046 61.165967  0.333335 0.70407  98.98374   0.61238  0.660156 175.133616  0.577984 0.846242 173.908053 0.479431 1.0      243.332833  0.26627  1.0      172.524403  0.38214  0.372054 171.358151  1.520517 0.932085 141.245109  1.52353  0.889656 0.514611   0.204951 0.940055   0.142778 1.252393   0.167822 1.531743   0.090935 2.142686   0.129783 2.279878   0.20857  2.457425   0.09508  2.894357   0.106902 4.390158   0.076911 5.678632   0.094717 8.959183   0.133585 10.705323  0.29145  12.709543  0.359597 14.896489  0.481273 1.002184 0.521463    0.70407  0.964423  0.372054  0.732   0         3.5         13.945  7.652   -6.0        0.03       10.766      13.47      3     0.009859     0.018158     0.027731     0.034896     0           0          0        1         28.0       4.0        30.0       0.06297607125432354 
  63 53.0941238 -27.7405281 0.74 11.64 0.1  20219 36189 11822.126 14474.912 53.094097 -27.740513 47.826868   0.021387    39.81653    0.06841     162.267743 0.262007 0.677112 4.703853   0.163641 0.813763 4.822567   0.019278 0.953592 6.428361   0.057797 0.930975 8.029261   0.056516 0.883305 12.113348  0.074803 0.79127  -99.0       -99.0       0.0         16.124821  0.049583 0.825775 22.3536    0.031672 0.684706 24.268886  0.07345  0.809627 42.53719   0.079908 0.852123 59.841176  0.438716 0.831567 47.49878    0.055738    0.482798    62.054826  0.109563 0.825897 -99.0        -99.0        0.0          117.945269 0.154752 0.669229 112.121849 0.349127 0.614974 118.715367 0.303691 1.0      136.062791 0.232102 1.0      182.126249 0.442939 0.982076 259.558832  0.5338   0.963892 281.636569 0.568499 0.509362 277.872035  0.323566 0.778806 190.682133  0.24617  1.0      183.66775   1.003461 1.0      146.908446  0.906587 1.0      7.83971    0.190168 8.022573   0.148762 11.073156  0.179631 12.164299  0.090514 14.577845  0.117478 16.242845  0.196853 16.223985  0.08542  17.385851  0.106258 22.755872  0.078782 29.672865  0.11042  39.700249  0.10941  40.617697  0.304267 52.893766  0.392437 60.965518  0.456288 1.0      0.684706    0.482798 0.669229  0.778806  0.738   0         3.5         13.794  9.144   -7.7        0.03       9.984       11.6       2     4.94E-4      6.08E-4      0.001342     0.001682     0           0          1        0         8.0        8.0        9.0        0.1012256837107076  
  64 53.0719986 -27.8188896 1.62 11.88 0.09 10000 19913 12992.784 9769.25   53.072016 -27.818934 1.749126    0.019826    1.288488    0.086884    3.863839   0.102311 0.787925 -0.086558  0.123996 0.777355 -0.012537  0.013258 0.795378 -0.021424  0.040736 0.794449 -0.033865  0.036313 0.866847 -0.047213  0.049457 0.835817 0.042637    0.035568    1.0         0.05377    0.032571 0.811213 0.039031   0.021131 0.548963 0.083275   0.048431 0.884197 0.147465   0.05416  0.786328 0.018045   0.296261 0.883236 0.742182    0.032741    0.593156    0.391729   0.073315 0.781875 0.547361     0.134206     0.818336     2.046052   0.093134 0.783262 1.55652    0.190591 0.905228 2.145438   0.24164  0.88668  2.866778   0.191928 0.61995  4.418671   0.390397 0.598999 8.29344     0.371798 0.835198 7.759972   0.303976 1.0      21.958084   0.208126 1.0      29.940818   0.282193 0.383097 27.596281   1.249589 0.891575 23.301356   1.232145 0.947038 0.169544   0.134185 0.052638   0.117161 0.054158   0.109174 -0.07646   0.055002 -0.046217  0.090543 -0.13216   0.129326 -0.00306   0.051504 -0.061144  0.059423 -0.025706  0.046517 0.052245   0.060236 0.073165   0.071915 0.399284   0.174281 -0.037024  0.230538 0.03676    0.304183 1.043119 0.548963    0.593156 0.783262  0.383097  -1.0    0         4.1         6.681   3.458   5.7         0.03       6.132       0.0        0     0.00913      0.012628     0.020139     0.065618     0           0          1        0         25.0       4.0        24.0       0.16916867826345136 
  67 53.0355415 -27.7800827 0.31 11.2  0.0  15725 28098 14929.553 12099.498 53.03555  -27.780078 206.385978  0.022341    171.967095  0.082037    954.582568 0.429639 0.62055  8.016724   0.209547 0.99306  6.89       0.030888 0.80423  13.11396   0.076496 0.987658 22.466329  0.083641 0.909208 56.636261  0.104308 0.872769 -99.0       -99.0       0.0         80.795746  0.069319 0.785181 121.875032 0.04242  1.0      129.324142 0.111599 0.892785 196.861393 0.110041 0.835059 290.56851  0.608989 0.919456 225.072271  0.06015     0.770451    304.534739 0.149474 0.824643 306.948156   0.399273     0.40533      639.752287 0.215002 0.644333 -99.0      -99.0    0.0      688.137388 0.544777 0.817591 801.114064 0.379438 0.69538  -99.0      -99.0    0.0      1475.493789 0.796255 0.885527 -99.0      -99.0    0.0      817.438862  0.384216 0.483592 798.1184    0.458685 0.542379 512.088029  6.812893 0.457884 1245.666521 7.097948 0.461873 17.206114  0.26044  22.243691  0.175014 38.697586  0.218569 54.170665  0.121628 75.376386  0.171665 87.328986  0.260224 102.25744  0.118396 115.012773 0.131853 133.78703  0.103893 143.743378 0.139518 191.202071 0.158479 209.43173  0.366255 235.68614  0.421333 301.867486 0.588044 1.0      0.80423     0.40533  0.62055   0.457884  -1.0    0         3.5         24.722  10.139  -7.9        0.03       13.674      19.65      2     0.002591     0.002114     0.003152     9.12E-4      0           0          1        0         18.0       4.0        18.0       0.031925557073210854
  68 53.0551682 -27.7113609 0.6  11.51 0.0  23420 41898 13892.746 16222.149 53.055124 -27.711378 100.467118  0.022549    84.983796   0.07482     277.110227 0.350371 0.609136 23.443603  0.152538 1.0      22.365533  0.025402 0.633741 33.481609  0.045336 1.0      29.446328  0.054035 0.917098 38.271873  0.072912 0.868243 -99.0       -99.0       0.0         62.082941  0.03663  1.0      71.074502  0.035092 0.658162 73.112253  0.085604 0.914417 116.294974 0.059966 1.0      135.986812 0.389852 0.975021 121.97092   0.053118    0.35133     132.210731 0.080946 1.0      133.930957   0.205294     0.545242     199.215313 0.131357 0.613872 207.392324 0.322411 0.640212 203.079636 0.332279 0.838183 236.091556 0.20637  0.835989 310.631876 0.612199 0.485881 356.211886  0.542285 0.960254 416.352649 0.624947 0.465081 385.920416  0.370591 0.818461 307.919646  0.248241 1.0      296.076125  1.15719  0.926951 275.437618  0.97244  0.883793 28.622334  0.197989 29.723072  0.154322 36.663611  0.165876 38.792555  0.089059 43.460036  0.126475 47.462453  0.193197 60.441625  0.080584 65.852803  0.107938 76.839291  0.081969 86.617007  0.10034  98.619913  0.118096 107.564474 0.260629 153.486062 0.310345 123.720532 0.397536 1.0      0.633741    0.35133  0.609136  0.818461  0.605   0         3.5         14.969  12.102  -4.7        0.03       9.018       7.59       3     0.012292     0.012122     0.005185     0.005553     0           0          1        0         6.0        4.0        6.0        0.1537327292504375  
  69 53.1035004 -27.7851391 0.36 10.47 0.0  14676 27563 11317.771 11799.749 53.103587 -27.7851   55.720549   0.019409    50.426476   0.087125    121.873208 0.130344 0.822154 11.018563  0.119051 0.763683 12.072025  0.015187 0.765128 15.805717  0.03595  1.0      16.514951  0.041137 0.710666 30.380479  0.059726 0.654644 -99.0       -99.0       0.0         37.175407  0.029047 1.0      45.101035  0.019752 0.818083 44.358893  0.056963 0.736763 54.579813  0.047552 1.0      68.603512  0.302821 0.854735 59.561081   0.026503    0.887427    71.234991  0.064189 1.0      71.081241    0.149352     0.647806     97.928605  0.091558 0.794554 91.206275  0.240224 0.654413 104.45959  0.213869 0.910458 111.088012 0.190562 0.616525 123.417291 0.397392 0.614569 162.288423  0.357778 0.822237 153.129748 0.297462 1.0      95.618071   0.182785 0.983008 96.410829   0.217335 0.407066 67.118733   1.247534 0.820413 199.612998  1.423454 0.794525 16.125997  0.151019 17.022782  0.110715 24.873643  0.120713 28.799584  0.066914 35.632618  0.092159 40.228185  0.147294 41.024024  0.059484 44.92242   0.067001 46.494482  0.053453 51.223588  0.072623 53.285929  0.076611 54.406366  0.191397 60.662258  0.229873 64.044056  0.335722 1.026523 0.654644    0.616525 0.794554  0.407066  0.363   0         3.5         8.099   5.991   30.6        0.06       6.173       12.71      0     0.001834     0.001472     0.002815     0.003307     0           0          1        0         23.0       4.0        23.0       0.3096564810190835  
  7  53.1103745 -27.6765842 1.03 12.09 0.89 24497 49160 10957.566 18313.434 53.110385 -27.67654  94.12582    0.035941    -99.0       -99.0       172.65012  0.318822 0.23976  89.45798   0.129031 0.824885 155.147646 0.022652 0.55727  151.617389 0.030316 0.988969 120.09283  0.050825 0.733675 128.229599 0.062159 0.784594 -99.0       -99.0       0.0         162.955631 0.026656 0.835074 145.273978 0.030492 0.645208 135.733467 0.064263 0.844108 160.783251 0.045887 0.755243 140.128798 0.323849 0.843217 136.280223  0.040772    0.263722    174.888763 0.059101 0.829574 150.188418   0.190578     0.279804     192.04496  0.129072 0.281175 -99.0      -99.0    0.0      170.324893 0.305566 0.634071 -99.0      -99.0    0.0      -99.0      -99.0    0.0      194.847287  0.462203 0.719332 -99.0      -99.0    0.0      487.262092  0.542465 0.170619 680.69173   0.431795 0.352011 958.171872  1.149264 0.809275 1339.399675 1.153252 1.0      159.683778 0.165204 143.992375 0.146914 166.981794 0.141064 155.657422 0.080434 158.725205 0.123183 190.604252 0.165874 165.601934 0.07299  149.13149  0.084845 165.511701 0.065707 161.941359 0.074332 154.73082  0.096781 144.717536 0.241404 162.201027 0.289469 165.083849 0.332342 1.011138 0.55727     0.23976  0.23976   0.170619  -1.0    0         3.5         9.489   7.994   -25.0       0.93       4.867       4.2        3     0.011399     0.003802     0.010019     0.002867     0           0          1        0         3.0        0.0        3.0        0.16260305750808451 
  70 53.1154594 -27.8446102 1.1  11.99 0.23 7183  14426 10685.607 8226.052  53.115492 -27.844663 26.575128   0.018235    23.857342   0.074163    69.257973  0.141166 0.931457 2.145538   0.154608 0.665299 2.446918   0.018856 0.53315  3.166311   0.043384 0.974881 3.018313   0.047475 0.791984 4.450262   0.061432 0.866028 6.626305    0.044056    0.90721     6.505532   0.038325 0.815541 7.600457   0.020629 1.0      7.597471   0.055797 0.88997  14.076125  0.061847 0.839294 22.124239  0.355626 0.765406 17.002375   0.031521    0.890699    25.759801  0.08538  0.802429 25.3814      0.225104     0.404858     52.621972  0.100104 0.943659 47.514552  0.23936  0.898817 50.859705  0.263589 0.876775 62.622757  0.193278 0.850865 71.415632  0.379499 0.655278 121.885933  0.411342 0.797051 113.421171 0.331632 1.0      176.535384  0.195286 1.0      148.128628  0.269952 0.237534 115.584144  2.057034 0.67972  146.72913   2.498326 0.576223 2.819244   0.176961 2.79745    0.115004 3.667367   0.139734 4.291802   0.073023 4.991091   0.104457 5.559987   0.165858 6.16177    0.07603  7.201221   0.084147 7.617266   0.05592  8.675691   0.072363 10.451272  0.088606 13.237526  0.233681 16.391173  0.272882 22.196853  0.407315 1.017831 0.53315     0.404858 0.931457  0.237534  1.097   0         3.5         8.515   7.168   61.9        0.03       7.354       8.63       3     0.001564     0.006118     0.006295     0.005312     0           0          1        0         26.0       5.0        26.0       0.21656172909834306 
  71 53.1374588 -27.8416939 0.67 11.53 0.0  7725  14812 9519.079  8404.028  53.13748  -27.841696 36.586152   0.020797    29.438014   0.095181    119.677071 0.229635 0.716074 0.834234   0.143104 0.784779 1.096281   0.02394  0.513177 1.859406   0.0566   0.902346 2.5579     0.045662 0.959389 4.769874   0.066223 0.966715 7.834189    0.052669    1.0         7.584499   0.048298 0.808982 11.191207  0.031454 0.672668 11.996239  0.069238 0.977737 23.120544  0.077834 0.834839 32.774557  0.406877 0.937217 26.307666   0.05027     0.551725    36.442602  0.107276 0.800774 36.675504    0.236002     0.580281     78.474752  0.14514  0.707196 77.001928  0.252663 1.0      80.563611  0.3157   0.825766 96.988098  0.311346 0.516581 140.284516 0.409758 0.853505 211.55033   0.535991 0.801334 206.414533 0.347573 1.0      210.341569  0.258582 1.0      152.566651  0.365193 0.256057 160.01304   2.215517 0.629081 125.58001   2.582905 0.559478 1.763312   0.174426 2.445165   0.121836 3.955133   0.153542 4.513812   0.080888 5.973637   0.108387 6.977727   0.174305 7.163519   0.076939 9.427089   0.083582 11.109399  0.070257 15.658225  0.082274 20.513546  0.10639  26.120971  0.277982 26.679429  0.345105 30.052119  0.485949 1.002057 0.513177    0.516581 0.707196  0.256057  0.669   0         3.5         13.271  8.088   -78.3       0.03       8.931       15.53      3     0.050519     0.002986     0.002633     0.012731     0           0          1        0         20.0       4.0        20.0       0.06790743141565968 
