2.1970E+2	5.4932E-1
2.2062E+2	5.5389E-1
2.2153E+2	5.9832E-1
2.2245E+2	6.6817E-1
2.2336E+2	6.8765E-1
2.2428E+2	6.9743E-1
2.2519E+2	6.9461E-1
2.2611E+2	7.0184E-1
2.2702E+2	7.5125E-1
2.2794E+2	8.3231E-1
2.2885E+2	9.2625E-1
2.2977E+2	9.6840E-1
2.3068E+2	9.4425E-1
2.3160E+2	8.9891E-1
2.3252E+2	8.6520E-1
2.3343E+2	8.5586E-1
2.3435E+2	8.6560E-1
2.3526E+2	9.0418E-1
2.3618E+2	9.6879E-1
2.3709E+2	1.0000E+0
2.3801E+2	9.7451E-1
2.3892E+2	9.2428E-1
2.3984E+2	8.9209E-1
2.4075E+2	9.0506E-1
2.4167E+2	9.4289E-1
2.4259E+2	9.5813E-1
2.4350E+2	9.2065E-1
2.4442E+2	8.4632E-1
2.4533E+2	7.9144E-1
2.4625E+2	8.1038E-1
2.4716E+2	8.7380E-1
2.4808E+2	8.9895E-1
2.4899E+2	8.6190E-1
2.4991E+2	8.1670E-1
2.5082E+2	8.3268E-1
2.5174E+2	8.8380E-1
2.5265E+2	9.0814E-1
2.5357E+2	8.7124E-1
2.5449E+2	7.9491E-1
2.5540E+2	7.7162E-1
2.5632E+2	8.2290E-1
2.5723E+2	8.7614E-1
2.5815E+2	8.5211E-1
2.5906E+2	7.8782E-1
2.5998E+2	7.5744E-1
2.6089E+2	7.5382E-1
2.6181E+2	7.7313E-1
2.6272E+2	7.8714E-1
2.6364E+2	7.6788E-1
2.6456E+2	7.2308E-1
2.6547E+2	6.9277E-1
2.6639E+2	7.2631E-1
2.6730E+2	7.8606E-1
2.6822E+2	7.9359E-1
2.6913E+2	7.5457E-1
2.7005E+2	7.0180E-1
2.7096E+2	6.6099E-1
2.7188E+2	6.8780E-1
2.7279E+2	7.6245E-1
2.7371E+2	7.9384E-1
2.7462E+2	7.4326E-1
2.7554E+2	6.7054E-1
2.7646E+2	6.6233E-1
2.7737E+2	7.0003E-1
2.7829E+2	6.9056E-1
2.7920E+2	6.2800E-1
2.8012E+2	5.7793E-1
2.8103E+2	5.6733E-1
2.8195E+2	5.9173E-1
2.8286E+2	5.9297E-1
2.8378E+2	5.3755E-1
2.8469E+2	4.9021E-1
2.8561E+2	4.8250E-1
2.8653E+2	4.8304E-1
2.8744E+2	4.8356E-1
2.8836E+2	4.7997E-1
2.8927E+2	4.7095E-1
2.9019E+2	4.5528E-1
2.9110E+2	4.2951E-1
2.9202E+2	4.3723E-1
2.9293E+2	4.8178E-1
2.9385E+2	5.1910E-1
2.9476E+2	5.1344E-1
2.9568E+2	4.5886E-1
2.9659E+2	4.0700E-1
2.9751E+2	3.9344E-1
2.9843E+2	3.8408E-1
2.9934E+2	3.6804E-1
3.0026E+2	3.5301E-1
3.0117E+2	3.3296E-1
3.0209E+2	3.2406E-1
3.0300E+2	3.1593E-1
3.0392E+2	3.1057E-1
3.0483E+2	3.1093E-1
3.0575E+2	2.8641E-1
3.0666E+2	2.5528E-1
3.0758E+2	2.3470E-1
3.0850E+2	2.1132E-1
3.0941E+2	1.9203E-1
3.1033E+2	1.6825E-1
3.1124E+2	1.5006E-1
3.1216E+2	1.6599E-1
3.1307E+2	1.9363E-1
3.1399E+2	2.1458E-1
3.1490E+2	2.1865E-1
3.1582E+2	1.9528E-1
3.1673E+2	1.7516E-1
3.1765E+2	1.6550E-1
3.1856E+2	1.5985E-1
3.1948E+2	1.6367E-1
3.2040E+2	1.5309E-1
3.2131E+2	1.3380E-1
3.2223E+2	1.2965E-1
3.2314E+2	1.4147E-1
3.2406E+2	1.6147E-1
3.2497E+2	1.6869E-1
3.2589E+2	1.5773E-1
3.2680E+2	1.5014E-1
3.2772E+2	1.4808E-1
3.2863E+2	1.4013E-1
3.2955E+2	1.1685E-1
3.3047E+2	8.5934E-2
3.3138E+2	6.8541E-2
3.3230E+2	6.5034E-2
3.3321E+2	6.7808E-2
3.3413E+2	6.6611E-2
3.3504E+2	5.6805E-2
3.3596E+2	4.4068E-2
3.3687E+2	3.9026E-2
3.3779E+2	3.8571E-2
3.3870E+2	3.7852E-2
3.3962E+2	3.8861E-2
3.4053E+2	3.7686E-2
3.4145E+2	3.3036E-2
3.4237E+2	2.8143E-2
3.4328E+2	2.5418E-2
3.4420E+2	2.4594E-2
3.4511E+2	2.3359E-2
3.4603E+2	2.0153E-2
3.4694E+2	1.6753E-2
3.4786E+2	1.4629E-2
3.4877E+2	1.3028E-2
3.4969E+2	1.1746E-2
3.5060E+2	1.0225E-2
3.5152E+2	8.6401E-3
3.5244E+2	7.4216E-3
3.5335E+2	7.4903E-3
3.5427E+2	7.8164E-3
3.5518E+2	7.8421E-3
3.5610E+2	7.4554E-3
3.5701E+2	6.3509E-3
3.5793E+2	5.4435E-3
3.5884E+2	5.4595E-3
3.5976E+2	6.3369E-3
3.6067E+2	6.7946E-3
3.6159E+2	6.2899E-3
3.6250E+2	5.6882E-3
3.6342E+2	6.3661E-3
3.6434E+2	6.7835E-3
3.6525E+2	6.5430E-3
3.6617E+2	6.3729E-3
3.6708E+2	6.3170E-3
3.6800E+2	6.0479E-3
3.6891E+2	5.7711E-3
3.6983E+2	5.2065E-3
3.7074E+2	3.6968E-3
3.7166E+2	3.8248E-3
3.7257E+2	4.4040E-3
3.7349E+2	4.3408E-3
3.7441E+2	4.4945E-3
3.7532E+2	4.3194E-3
3.7624E+2	4.3089E-3
3.7715E+2	4.3130E-3
3.7807E+2	4.8461E-3
3.7898E+2	5.6142E-3
3.7990E+2	5.9806E-3
3.8081E+2	6.2907E-3
3.8173E+2	6.3169E-3
3.8264E+2	6.0463E-3
3.8356E+2	5.5165E-3
3.8447E+2	5.6970E-3
3.8539E+2	5.7568E-3
3.8631E+2	6.1717E-3
3.8722E+2	6.4021E-3
3.8814E+2	6.3830E-3
3.8905E+2	6.2263E-3
3.8997E+2	5.0118E-3
3.9088E+2	4.6688E-3
3.9180E+2	5.2331E-3
3.9271E+2	5.6176E-3
3.9363E+2	5.4262E-3
3.9454E+2	5.0164E-3
3.9546E+2	4.6979E-3
3.9637E+2	4.6258E-3
3.9729E+2	4.7348E-3
3.9821E+2	4.7044E-3
3.9912E+2	4.9471E-3
