9.940000000000000000e+11 8.100000000000000255e-02
9.920000000000000000e+11 9.199999999999999845e-02
9.900000000000000000e+11 8.899999999999999578e-02
9.880000000000000000e+11 8.899999999999999578e-02
9.860000000000000000e+11 8.999999999999999667e-02
9.840000000000000000e+11 9.800000000000000377e-02
9.820000000000000000e+11 1.100000000000000006e-01
9.800000000000000000e+11 1.110000000000000014e-01
9.780000000000000000e+11 1.069999999999999979e-01
9.760000000000000000e+11 1.189999999999999947e-01
9.740000000000000000e+11 1.250000000000000000e-01
9.720000000000000000e+11 1.189999999999999947e-01
9.700000000000000000e+11 1.340000000000000080e-01
9.680000000000000000e+11 1.360000000000000098e-01
9.660000000000000000e+11 1.429999999999999882e-01
9.640000000000000000e+11 1.459999999999999909e-01
9.620000000000000000e+11 1.360000000000000098e-01
9.600000000000000000e+11 1.509999999999999953e-01
9.580000000000000000e+11 1.739999999999999880e-01
9.560000000000000000e+11 1.710000000000000131e-01
9.540000000000000000e+11 1.749999999999999889e-01
9.520000000000000000e+11 1.920000000000000040e-01
9.500000000000000000e+11 1.819999999999999951e-01
9.480000000000000000e+11 1.849999999999999978e-01
9.460000000000000000e+11 2.109999999999999931e-01
9.440000000000000000e+11 2.290000000000000091e-01
9.420000000000000000e+11 2.409999999999999920e-01
9.400000000000000000e+11 2.530000000000000027e-01
9.380000000000000000e+11 2.500000000000000000e-01
9.360000000000000000e+11 2.550000000000000044e-01
9.340000000000000000e+11 2.929999999999999827e-01
9.320000000000000000e+11 3.130000000000000004e-01
9.300000000000000000e+11 3.280000000000000138e-01
9.280000000000000000e+11 3.449999999999999734e-01
9.260000000000000000e+11 3.539999999999999813e-01
9.240000000000000000e+11 3.719999999999999973e-01
9.220000000000000000e+11 3.910000000000000142e-01
9.200000000000000000e+11 4.199999999999999845e-01
9.180000000000000000e+11 4.430000000000000049e-01
9.160000000000000000e+11 4.550000000000000155e-01
9.140000000000000000e+11 4.779999999999999805e-01
9.120000000000000000e+11 5.020000000000000018e-01
9.100000000000000000e+11 5.280000000000000249e-01
9.080000000000000000e+11 5.550000000000000488e-01
9.060000000000000000e+11 5.949999999999999734e-01
9.040000000000000000e+11 6.380000000000000115e-01
9.020000000000000000e+11 6.959999999999999520e-01
9.000000000000000000e+11 7.319999999999999840e-01
8.980000000000000000e+11 7.580000000000000071e-01
8.960000000000000000e+11 7.950000000000000400e-01
8.940000000000000000e+11 8.349999999999999645e-01
8.920000000000000000e+11 8.770000000000000018e-01
8.900000000000000000e+11 9.370000000000000551e-01
8.880000000000000000e+11 9.989999999999999991e-01
8.860000000000000000e+11 1.016000000000000014e+00
8.840000000000000000e+11 1.050999999999999934e+00
8.820000000000000000e+11 1.157999999999999918e+00
8.800000000000000000e+11 1.233000000000000096e+00
8.780000000000000000e+11 1.276000000000000023e+00
8.760000000000000000e+11 1.338000000000000078e+00
8.740000000000000000e+11 1.385000000000000009e+00
8.720000000000000000e+11 1.475999999999999979e+00
8.700000000000000000e+11 1.590000000000000080e+00
8.680000000000000000e+11 1.667999999999999927e+00
8.660000000000000000e+11 1.749000000000000110e+00
8.640000000000000000e+11 1.854000000000000092e+00
8.620000000000000000e+11 1.905999999999999917e+00
8.600000000000000000e+11 2.003000000000000114e+00
8.580000000000000000e+11 2.129000000000000004e+00
8.560000000000000000e+11 2.198999999999999844e+00
8.540000000000000000e+11 2.306000000000000050e+00
8.520000000000000000e+11 2.500999999999999890e+00
8.500000000000000000e+11 2.654999999999999805e+00
8.480000000000000000e+11 2.741999999999999993e+00
8.460000000000000000e+11 2.854999999999999982e+00
8.440000000000000000e+11 3.008999999999999897e+00
8.420000000000000000e+11 3.229999999999999982e+00
8.400000000000000000e+11 3.403999999999999915e+00
8.380000000000000000e+11 3.543000000000000149e+00
8.360000000000000000e+11 3.730999999999999872e+00
8.340000000000000000e+11 3.938000000000000167e+00
8.320000000000000000e+11 4.105000000000000426e+00
8.300000000000000000e+11 4.344000000000000306e+00
8.280000000000000000e+11 4.615999999999999659e+00
8.260000000000000000e+11 4.828000000000000291e+00
8.240000000000000000e+11 5.060999999999999943e+00
8.220000000000000000e+11 5.309000000000000163e+00
8.200000000000000000e+11 5.570999999999999730e+00
8.180000000000000000e+11 5.828999999999999737e+00
8.160000000000000000e+11 6.097000000000000419e+00
8.140000000000000000e+11 6.395999999999999908e+00
8.120000000000000000e+11 6.693999999999999950e+00
8.100000000000000000e+11 7.004999999999999893e+00
8.080000000000000000e+11 7.338000000000000078e+00
8.060000000000000000e+11 7.671999999999999709e+00
8.040000000000000000e+11 8.028000000000000469e+00
8.020000000000000000e+11 8.387999999999999901e+00
8.000000000000000000e+11 8.756999999999999673e+00
7.980000000000000000e+11 9.144999999999999574e+00
7.960000000000000000e+11 9.544000000000000483e+00
7.940000000000000000e+11 9.958999999999999631e+00
7.920000000000000000e+11 1.038799999999999990e+01
7.900000000000000000e+11 1.082600000000000051e+01
7.880000000000000000e+11 1.127299999999999969e+01
7.860000000000000000e+11 1.175500000000000078e+01
7.840000000000000000e+11 1.225099999999999945e+01
7.820000000000000000e+11 1.274099999999999966e+01
7.800000000000000000e+11 1.324600000000000044e+01
7.780000000000000000e+11 1.375900000000000034e+01
7.760000000000000000e+11 1.429899999999999949e+01
7.740000000000000000e+11 1.486400000000000077e+01
7.720000000000000000e+11 1.543900000000000006e+01
7.700000000000000000e+11 1.603200000000000003e+01
7.680000000000000000e+11 1.662600000000000122e+01
7.660000000000000000e+11 1.724200000000000088e+01
7.640000000000000000e+11 1.787399999999999878e+01
7.620000000000000000e+11 1.851000000000000156e+01
7.600000000000000000e+11 1.915299999999999869e+01
7.580000000000000000e+11 1.980699999999999861e+01
7.560000000000000000e+11 2.048799999999999955e+01
7.540000000000000000e+11 2.118100000000000094e+01
7.520000000000000000e+11 2.188899999999999935e+01
7.500000000000000000e+11 2.260900000000000176e+01
7.480000000000000000e+11 2.334100000000000108e+01
7.460000000000000000e+11 2.407400000000000162e+01
7.440000000000000000e+11 2.481500000000000128e+01
7.420000000000000000e+11 2.557499999999999929e+01
7.400000000000000000e+11 2.632100000000000151e+01
7.380000000000000000e+11 2.708699999999999974e+01
7.360000000000000000e+11 2.787800000000000011e+01
7.340000000000000000e+11 2.867699999999999960e+01
7.320000000000000000e+11 2.948799999999999955e+01
7.300000000000000000e+11 3.029599999999999937e+01
7.280000000000000000e+11 3.113599999999999923e+01
7.260000000000000000e+11 3.197599999999999909e+01
7.240000000000000000e+11 3.282600000000000051e+01
7.220000000000000000e+11 3.367600000000000193e+01
7.200000000000000000e+11 3.451200000000000045e+01
7.180000000000000000e+11 3.537899999999999778e+01
7.160000000000000000e+11 3.625200000000000244e+01
7.140000000000000000e+11 3.714399999999999835e+01
7.120000000000000000e+11 3.805400000000000205e+01
7.100000000000000000e+11 3.896500000000000341e+01
7.080000000000000000e+11 3.989000000000000057e+01
7.060000000000000000e+11 4.082900000000000063e+01
7.040000000000000000e+11 4.176299999999999812e+01
7.020000000000000000e+11 4.269299999999999784e+01
7.000000000000000000e+11 4.362599999999999767e+01
6.980000000000000000e+11 4.456900000000000261e+01
6.960000000000000000e+11 4.553999999999999915e+01
6.940000000000000000e+11 4.652100000000000080e+01
6.920000000000000000e+11 4.749300000000000210e+01
6.900000000000000000e+11 4.846800000000000352e+01
6.880000000000000000e+11 4.944500000000000028e+01
6.860000000000000000e+11 5.042900000000000205e+01
6.840000000000000000e+11 5.140100000000000335e+01
6.820000000000000000e+11 5.237299999999999756e+01
6.800000000000000000e+11 5.334300000000000352e+01
6.780000000000000000e+11 5.427400000000000091e+01
6.760000000000000000e+11 5.519700000000000273e+01
6.740000000000000000e+11 5.609000000000000341e+01
6.720000000000000000e+11 5.696399999999999864e+01
6.700000000000000000e+11 5.782600000000000051e+01
6.680000000000000000e+11 5.866899999999999693e+01
